"","edon.x","esc1","esc3","dsi_E1_E3_sec","edon.y","dis_new","dis_old","esc1.y","dsi_E1_E3_pob","pob_total","dif"
"402",16,22,20,0.579,16,20,10,19,0.649735170935124,14331,0.070735170935124
"403",NA,NA,24,NA,16,24,14,23,1,3028,NA
"404",NA,NA,23,NA,16,23,20,24,1,11080,NA
"405",16,17,17,1,16,17,6,17,1,2485,0
"406",16,14,2,0.828,16,2,13,16,0.824548037395045,1250,0.00345196260495495
"407",17,1,1,0.434,17,9,9,1,0.484600265442793,2107,0.050600265442793
"408",17,4,1,0.434,17,9,9,1,0.484600265442793,2107,0.050600265442793
"409",17,11,11,0.788,17,4,13,11,0.608560662494359,2745,0.179439337505641
"410",17,12,11,0.94,17,4,13,11,0.608560662494359,2745,0.331439337505641
"411",17,2,2,0.434,17,11,18,2,0.424086280335869,3542,0.00991371966413102
"412",17,1,2,0.434,17,11,18,2,0.424086280335869,3542,0.00991371966413102
"413",17,3,3,0.742,17,10,16,3,0.748962141762,1941,0.00696214176200005
"414",17,1,1,0.434,17,9,8,4,0.484600265442793,1071,0.050600265442793
"415",17,4,1,0.434,17,9,8,4,0.484600265442793,1071,0.050600265442793
"416",17,11,11,0.788,17,4,14,12,0.608560662494359,5717,0.179439337505641
"417",17,12,11,0.94,17,4,14,12,0.608560662494359,5717,0.331439337505641
"418",17,10,9,0.876,17,2,1,10,0.894333565332982,4047,0.018333565332982
"419",17,8,8,0.936,17,1,1,8,0.937625624903365,3264,0.00162562490336493
"420",17,9,10,0.844,17,3,2,9,0.887508068710949,2520,0.043508068710949
"421",NA,NA,NA,NA,17,5,4,NA,0,5979,NA
"422",17,5,4,1,17,8,5,5,1,5445,0
"423",17,6,6,1,17,6,6,6,1,1865,0
"424",NA,NA,7,NA,17,12,6,7,1,6275,NA
"425",18,1,1,0.644,18,1,18,1,0.640300639459597,767,0.00369936054040299
"426",18,2,1,0.644,18,1,18,1,0.640300639459597,767,0.00369936054040299
"427",18,17,18,0.831,18,16,7,17,0.877237433592154,835,0.046237433592154
"428",18,12,3,1,18,18,14,12,1,23216,0
"429",NA,NA,4,NA,18,17,14,11,1,1053,NA
"430",18,16,13,0.653,18,15,8,16,0.666161150875204,1166,0.013161150875204
"431",18,16,13,0.653,18,15,8,15,0.666161150875204,854,0.013161150875204
"432",18,10,17,0.337,18,13,7,18,0.325859071650896,576,0.011140928349104
"433",18,1,1,0.644,18,1,16,2,0.640300639459597,1308,0.00369936054040299
"434",18,2,1,0.644,18,1,16,2,0.640300639459597,1308,0.00369936054040299
"435",18,18,12,0.333,18,3,16,3,0.261293482470328,2193,0.071706517529672
"436",18,13,14,0.537,18,10,9,13,0.533848363294211,2597,0.003151636705789
"437",18,10,17,0.337,18,13,3,10,0.325859071650896,2125,0.011140928349104
"438",18,14,16,0.824,18,5,10,14,0.834509246088193,1064,0.010509246088193
"439",18,8,11,0.329,18,6,5,8,0.230493412554895,1533,0.098506587445105
"440",18,9,11,0.329,18,6,5,8,0.230493412554895,1533,0.098506587445105
"441",18,9,9,0.378,18,9,5,9,0.337183383991895,4875,0.040816616008105
"442",NA,NA,10,NA,18,11,3,7,0.471899947430835,1986,NA
"443",18,4,8,0.925,18,8,2,4,0.926167386521066,2510,0.00116738652106596
"444",NA,NA,7,NA,18,12,1,6,0.56176041817155,404,NA
"445",NA,NA,7,NA,18,12,3,5,0.56176041817155,3698,NA
"446",19,3,1,0.971,19,20,20,3,0.973815906434386,1144,0.00281590643438601
"447",19,1,2,0.911,19,21,22,1,0.872096574160055,767,0.038903425839945
"448",19,4,3,0.512,19,24,22,2,0.379941296806902,243,0.132058703193098
"449",19,10,12,1,19,5,16,10,1,3790,0
"450",NA,NA,11,NA,19,16,16,9,1,9198,NA
"451",NA,NA,13,NA,19,7,16,11,1,3155,NA
"452",19,2,4,0.537,19,26,26,4,0.407051909892262,2174,0.129948090107738
"453",19,4,4,0.537,19,26,26,4,0.407051909892262,2174,0.129948090107738
"454",19,25,5,0.724,19,23,23,25,0.759178469570261,2417,0.0351784695702611
"455",19,23,25,1,19,18,18,23,1,2003,0
"456",19,13,15,1,19,25,17,13,1,4598,0
"457",NA,NA,14,NA,19,17,17,12,1,16014,NA
"458",19,5,7,1,19,12,15,5,1,284,0
"459",19,6,8,1,19,15,15,6,1,365,0
"460",19,8,10,1,19,14,14,8,1,6041,0
"461",NA,NA,9,NA,19,13,13,7,1,1682,NA
"462",NA,NA,6,NA,19,22,22,26,0.948374707469739,6637,NA
"463",19,19,19,0.974,19,11,3,19,0.982936467497764,1117,0.008936467497764
"464",19,20,20,0.994,19,4,3,20,0.996663896199843,1180,0.00266389619984297
"465",NA,NA,21,NA,19,3,4,21,1,1802,NA
"466",19,18,18,0.969,19,6,6,18,0.959791339932658,137,0.009208660067342
"467",NA,NA,17,NA,19,8,7,17,1,1690,NA
"468",19,16,16,1,19,1,1,16,1,2276,0
"469",19,22,22,1,19,2,1,22,1,2497,0
"470",19,14,23,0.989,19,10,11,14,0.987450011562911,1594,0.00154998843708898
"471",19,15,24,0.947,19,9,10,15,0.967971746940267,2935,0.020971746940267
"472",19,24,26,1,19,19,19,24,1,8475,0
"473",20,16,1,0.655,20,1,3,16,0.420594203453425,1172,0.234405796546575
"474",20,13,2,1,20,2,25,13,0.516635911727047,977,0.483364088272953
"475",20,3,3,0.386,20,3,22,3,0.307738126306805,1644,0.078261873693195
"476",20,2,3,0.386,20,3,22,3,0.307738126306805,1644,0.078261873693195
"477",20,3,16,0.723,20,16,1,3,0.307738126306805,2249,0.415261873693195
"478",20,17,4,0.437,20,4,20,17,0.528258122072708,1156,0.0912581220727079
"479",20,14,5,1,20,5,15,14,0.734092883473034,1012,0.265907116526966
"480",20,5,6,0.953,20,6,5,5,0.431416552147291,885,0.521583447852709
"481",20,4,7,0.319,20,7,16,4,0.171534218060539,3918,0.147465781939461
"482",20,1,7,0.319,20,7,16,4,0.171534218060539,3918,0.147465781939461
"483",20,3,3,0.386,20,3,19,2,0.378344023956646,1070,0.007655976043354
"484",20,2,3,0.386,20,3,19,2,0.378344023956646,1070,0.007655976043354
"485",20,20,8,0.679,20,8,4,20,0.213954360864517,540,0.465045639135483
"486",20,22,9,0.308,20,9,18,22,0.152654072748802,2003,0.155345927251198
"487",20,20,11,0.631,20,11,24,20,0.213954360864517,2816,0.417045639135483
"488",20,18,11,0.631,20,11,24,20,0.213954360864517,2816,0.417045639135483
"489",20,14,5,1,20,5,21,14,0.734092883473034,710,0.265907116526966
"490",20,11,10,0.311,20,10,8,11,0.693613438141395,2459,0.382613438141395
"491",20,19,10,0.311,20,10,8,11,0.693613438141395,2459,0.382613438141395
"492",20,20,11,0.631,20,11,23,18,0.428953875814665,1481,0.202046124185335
"493",20,18,11,0.631,20,11,23,18,0.428953875814665,1481,0.202046124185335
"494",20,7,12,0.509,20,12,13,7,0.59299183317191,1713,0.0839918331719099
"495",20,19,13,0.295,20,13,10,19,0.462293775655173,1404,0.167293775655173
"496",20,21,13,0.295,20,13,10,19,0.462293775655173,1404,0.167293775655173
"497",20,4,7,0.319,20,7,14,1,0.288691276973578,334,0.030308723026422
"498",20,1,7,0.319,20,7,14,1,0.288691276973578,334,0.030308723026422
"499",20,4,15,0.23,20,15,17,4,0.171534218060539,1518,0.058465781939461
"500",20,8,14,0.746,20,14,12,8,0.395998469654433,2747,0.350001530345567
"501",20,16,18,0.418,20,18,2,16,0.420594203453425,2822,0.00259420345342504
"502",20,10,21,0.64,20,21,11,10,0.821553126547223,1451,0.181553126547223
"503",20,11,10,0.311,20,10,7,19,0.462293775655173,2299,0.151293775655173
"504",20,19,10,0.311,20,10,7,19,0.462293775655173,2299,0.151293775655173
"505",20,5,6,0.953,20,6,6,5,0.431416552147291,5561,0.521583447852709
"506",20,19,13,0.295,20,13,9,21,0.955309965742157,773,0.660309965742157
"507",20,21,13,0.295,20,13,9,21,0.955309965742157,773,0.660309965742157
"508",20,16,1,0.655,20,1,3,16,0.483301269528835,1172,0.171698730471165
"509",20,13,2,1,20,2,25,13,1,977,0
"510",20,3,3,0.386,20,3,22,3,0.319902488187891,1644,0.066097511812109
"511",20,2,3,0.386,20,3,22,3,0.319902488187891,1644,0.066097511812109
"512",20,17,4,0.404,20,4,20,17,0.44431076545544,1156,0.04031076545544
"513",20,14,5,1,20,5,15,14,1,1012,0
"514",20,5,18,0.953,20,6,5,5,0.950057139922187,885,0.00294286007781297
"515",20,4,7,0.319,20,7,16,4,0.196365915775032,3918,0.122634084224968
"516",20,1,7,0.319,20,7,16,4,0.196365915775032,3918,0.122634084224968
"517",20,3,3,0.386,20,3,19,2,0.319902488187891,1070,0.066097511812109
"518",20,2,3,0.386,20,3,19,2,0.319902488187891,1070,0.066097511812109
"519",20,20,10,0.857,20,8,4,20,0.887988917455008,540,0.030988917455008
"520",20,3,3,0.386,20,3,19,23,0.319902488187891,1851,0.066097511812109
"521",20,2,3,0.386,20,3,19,23,0.319902488187891,1851,0.066097511812109
"522",20,22,9,0.308,20,9,18,22,0.25017724649629,2003,0.05782275350371
"523",20,11,11,0.311,20,10,8,11,0.390526687227617,2459,0.079526687227617
"524",20,19,11,0.311,20,10,8,11,0.390526687227617,2459,0.079526687227617
"525",20,18,6,0.793,20,11,23,18,0.82670587248925,1481,0.0337058724892499
"526",20,7,12,0.509,20,12,13,7,0.556198027958706,1713,0.047198027958706
"527",20,19,13,0.295,20,13,10,19,0.221792070732237,1404,0.073207929267763
"528",20,21,13,0.295,20,13,10,19,0.221792070732237,1404,0.073207929267763
"529",20,8,14,0.746,20,14,21,8,0.786771095225406,1861,0.040771095225406
"530",20,4,7,0.319,20,7,14,1,0.196365915775032,334,0.122634084224968
"531",20,1,7,0.319,20,7,14,1,0.196365915775032,334,0.122634084224968
"532",NA,NA,17,NA,20,17,5,15,0.786006119772694,1044,NA
"533",20,10,19,0.64,20,21,11,10,0.696442270548486,1451,0.0564422705484859
"534",NA,NA,8,NA,20,20,4,12,0.326155890839841,720,NA
"535",NA,NA,25,NA,20,25,22,24,0.989954925104814,8738,NA
"536",NA,NA,24,NA,20,24,1,25,0.989972951200823,1700,NA
"537",NA,NA,8,NA,20,20,4,9,0.326155890839841,1383,NA
"538",20,19,13,0.295,20,13,9,21,0.221792070732237,773,0.073207929267763
"539",20,21,13,0.295,20,13,9,21,0.221792070732237,773,0.073207929267763
"540",NA,NA,22,NA,20,19,18,6,1,7866,NA
"541",20,17,4,0.437,20,4,20,17,0.465648282038837,1156,0.028648282038837
"542",20,5,6,0.953,20,6,5,5,0.950057139922187,885,0.00294286007781297
"543",20,20,8,0.679,20,8,4,20,0.713089384219854,540,0.034089384219854
"544",20,11,10,0.311,20,10,8,11,0.390526687227617,2459,0.079526687227617
"545",20,19,10,0.311,20,10,8,11,0.390526687227617,2459,0.079526687227617
"546",20,20,11,0.631,20,11,23,18,0.635290497923183,1481,0.00429049792318303
"547",20,18,11,0.631,20,11,23,18,0.635290497923183,1481,0.00429049792318303
"548",20,10,21,0.757,20,21,11,10,0.794066279645478,1451,0.037066279645478
"549",NA,NA,20,NA,20,20,4,12,0.432100472301881,720,NA
"550",NA,NA,20,NA,20,20,4,9,0.432100472301881,1383,NA
"551",NA,NA,19,NA,20,19,18,6,1,7866,NA
"552",21,12,1,0.986,21,12,17,12,0.996009281167194,3081,0.010009281167194
"553",21,16,2,0.51,21,5,6,16,0.512207831647531,2145,0.00220783164753102
"554",21,8,3,0.937,21,23,23,8,0.954719103129407,3789,0.0177191031294069
"555",21,6,4,0.923,21,13,18,6,0.96435407017279,3870,0.0413540701727899
"556",21,3,5,0.957,21,22,22,3,0.964037102473498,1270,0.00703710247349809
"557",21,19,6,0.311,21,2,2,19,0.284033623471999,1256,0.026966376528001
"558",21,7,7,0.47,21,3,2,13,0.431062593038917,2218,0.038937406961083
"559",21,18,19,1,21,26,26,18,1,5461,0
"560",21,10,8,0.762,21,14,20,10,0.796576297569439,891,0.034576297569439
"561",21,7,7,0.47,21,3,3,7,0.431062593038917,2852,0.038937406961083
"562",21,17,9,1,21,24,23,17,1,1172,0
"563",21,11,10,0.975,21,21,21,11,0.994759089414935,2603,0.019759089414935
"564",21,2,11,1,21,8,8,2,1,1455,0
"565",21,5,12,1,21,25,20,5,1,2249,0
"566",21,22,20,1,21,9,9,22,1,13689,0
"567",NA,NA,13,NA,21,6,6,1,0.706059782825821,4242,NA
"568",21,15,14,0.938,21,1,1,15,0.943416737872938,2270,0.00541673787293806
"569",21,14,15,1,21,15,19,14,1,3891,0
"570",21,26,26,1,21,17,13,26,1,364,0
"571",21,24,24,1,21,10,11,24,1,1569,0
"572",21,25,25,1,21,19,13,25,1,1956,0
"573",NA,NA,21,NA,21,20,15,20,1,950,NA
"574",NA,NA,23,NA,21,16,12,23,1,780,NA
"575",NA,NA,22,NA,21,11,12,21,1,3081,NA
"576",21,9,16,1,21,18,8,9,1,2877,0
"577",NA,NA,17,NA,21,7,7,4,1,6144,NA
"578",22,14,14,1,22,14,8,14,1,1355,0
"579",22,3,3,1,22,3,15,3,1,1809,0
"580",22,1,1,1,22,1,14,1,1,3080,0
"581",22,2,2,1,22,2,13,2,1,1930,0
"582",22,9,9,1,22,9,7,9,1,4952,0
"583",NA,NA,12,NA,22,12,7,12,1,3598,NA
"584",22,4,4,1,22,4,12,4,1,3467,0
"585",22,15,15,1,22,15,11,15,1,2308,0
"586",22,6,6,1,22,6,3,6,1,4632,0
"587",NA,NA,10,NA,22,10,3,10,1,2716,NA
"588",22,7,7,1,22,7,4,7,1,2479,0
"589",NA,NA,8,NA,22,8,4,8,1,7524,NA
"590",22,5,5,1,22,5,4,5,1,1113,0
"591",22,11,11,1,22,11,5,11,1,1848,0
"592",22,13,13,1,22,13,10,13,1,2507,0
"593",23,3,7,0.811,23,11,7,3,0.771346196495897,9704,0.0396538035041031
"594",23,3,7,0.811,23,14,7,8,0.771346196495897,2764,0.0396538035041031
"595",23,1,3,0.296,23,13,3,1,0.24636968316547,3202,0.04963031683453
"596",23,1,3,0.296,23,13,3,4,0.24636968316547,5245,0.04963031683453
"597",23,3,4,0.375,23,9,4,5,0.332642463444632,2212,0.042357536555368
"598",23,8,6,0.789,23,8,6,7,0.822379764295422,553,0.033379764295422
"599",23,4,5,0.733,23,10,5,6,0.707384911625917,2266,0.025615088374083
"600",23,12,11,1,23,6,11,12,1,2264,0
"601",23,9,9,0.781,23,5,9,9,0.940637105078208,8776,0.159637105078208
"602",23,9,9,0.781,23,5,9,10,0.940637105078208,111,0.159637105078208
"603",23,15,15,0.441,23,4,15,15,0.497262157769721,3243,0.056262157769721
"604",23,14,13,0.389,23,2,13,14,0.44516576678603,1512,0.05616576678603
"605",23,14,13,0.389,23,2,13,13,0.44516576678603,1662,0.05616576678603
"606",23,2,2,0.3,23,14,2,2,0.347703035274815,11481,0.047703035274815
"607",23,11,10,0.873,23,5,10,11,0.966596478849949,1211,0.093596478849949
"608",24,4,1,0.505,24,4,4,4,0.54148427672956,1602,0.03648427672956
"609",24,7,3,0.424,24,11,11,7,0.433190899641991,369,0.00919089964199099
"610",24,5,4,0.273,24,14,14,5,0.334703382938122,3325,0.061703382938122
"611",24,3,5,0.891,24,1,1,3,0.918786648877129,1625,0.027786648877129
"612",24,2,6,0.541,24,10,10,2,0.663271604938272,1932,0.122271604938272
"613",24,9,15,1,24,12,12,9,1,10243,0
"614",24,6,14,0.526,24,13,13,6,0.526624311874598,1417,0.000624311874597994
"615",24,4,1,0.505,24,4,4,1,0.54148427672956,2005,0.03648427672956
"616",24,14,10,0.314,24,2,5,14,0.240800995863722,13064,0.073199004136278
"617",24,11,10,0.314,24,2,5,14,0.240800995863722,13064,0.073199004136278
"618",NA,NA,9,NA,24,7,5,12,0.269896719319563,1521,NA
"619",24,14,10,0.314,24,2,7,10,0.240800995863722,1631,0.073199004136278
"620",24,11,10,0.314,24,2,7,10,0.240800995863722,1631,0.073199004136278
"621",24,14,10,0.314,24,2,6,11,0.240800995863722,1448,0.073199004136278
"622",24,11,10,0.314,24,2,6,11,0.240800995863722,1448,0.073199004136278
"623",24,14,10,0.314,24,2,6,15,0.240800995863722,968,0.073199004136278
"624",24,11,10,0.314,24,2,6,15,0.240800995863722,968,0.073199004136278
"625",24,15,11,0.286,24,8,8,13,0.490500654169256,2528,0.204500654169256
"626",24,6,7,0.478,24,15,15,8,0.589797648890475,651,0.111797648890475
"627",25,19,3,0.594,25,3,3,19,0.772061149996527,19421,0.178061149996527
"628",25,19,3,0.594,25,3,3,24,0.772061149996527,791,0.178061149996527
"629",NA,NA,9,NA,25,9,3,21,0.610679319069011,5086,NA
"630",NA,NA,7,NA,25,7,4,22,0.943200694813353,954,NA
"631",25,1,2,1,25,2,8,1,1,1151,0
"632",25,16,23,1,25,23,11,16,1,707,0
"633",25,5,11,0.739,25,11,21,5,0.802765332921366,644,0.063765332921366
"634",25,4,11,0.739,25,11,21,5,0.802765332921366,644,0.063765332921366
"635",25,15,19,0.683,25,19,16,15,0.722337196972467,844,0.039337196972467
"636",25,10,19,0.683,25,19,16,15,0.722337196972467,844,0.039337196972467
"637",25,13,18,0.172,25,18,24,13,0.388203437720744,1241,0.216203437720744
"638",25,13,18,0.172,25,18,24,14,0.388203437720744,428,0.216203437720744
"639",NA,NA,21,NA,25,21,24,9,0.169511179828735,382,NA
"640",NA,NA,21,NA,25,21,24,12,0.169511179828735,5754,NA
"641",25,12,17,0.22,25,17,13,8,0.313033458995671,1057,0.093033458995671
"642",25,11,17,0.22,25,17,13,8,0.313033458995671,1057,0.093033458995671
"643",NA,NA,16,NA,25,16,13,11,0.602562439846827,14490,NA
"644",NA,NA,15,NA,25,15,14,10,0.295376478775226,379,NA
"645",25,2,1,0.713,25,1,1,2,0.750062505208767,1897,0.0370625052087671
"646",25,18,1,0.713,25,1,1,2,0.750062505208767,1897,0.0370625052087671
"647",25,3,10,1,25,10,23,3,1,128,0
"648",25,2,1,0.713,25,1,2,18,0.750062505208767,462,0.0370625052087671
"649",25,18,1,0.713,25,1,2,18,0.750062505208767,462,0.0370625052087671
"650",25,23,6,0.349,25,6,6,23,0.40303047129011,3065,0.05403047129011
"651",25,23,4,0.456,25,4,6,20,0.463775474135438,889,0.007775474135438
"652",25,5,11,0.739,25,11,20,4,0.802765332921366,268,0.063765332921366
"653",25,4,11,0.739,25,11,20,4,0.802765332921366,268,0.063765332921366
"654",25,5,11,0.739,25,11,20,7,0.802765332921366,384,0.063765332921366
"655",25,4,11,0.739,25,11,20,7,0.802765332921366,384,0.063765332921366
"656",25,6,14,0.557,25,14,19,6,0.585643734925922,3658,0.028643734925922
"657",25,17,24,1,25,24,15,17,1,139,0
"658",26,3,3,0.909,26,6,6,3,0.950071293868727,1735,0.041071293868727
"659",26,4,4,1,26,7,7,4,1,1617,0
"660",26,2,2,1,26,3,3,2,1,1190,0
"661",26,14,14,0.988,26,6,6,14,0.983348210933785,2356,0.004651789066215
"662",NA,NA,15,NA,26,4,4,15,1,2916,NA
"663",26,3,3,0.909,26,18,18,1,0.950071293868727,489,0.041071293868727
"664",26,8,8,1,26,8,8,8,1,8715,0
"665",26,7,7,1,26,8,8,7,1,5008,0
"666",26,5,5,1,26,8,8,5,1,2959,0
"667",NA,NA,10,NA,26,10,10,10,1,1017,NA
"668",26,9,9,1,26,9,9,9,1,2040,0
"669",NA,NA,6,NA,26,11,11,6,1,15592,NA
"670",26,16,16,1,26,2,2,16,1,5220,0
"671",NA,NA,17,NA,26,1,1,17,1,510,NA
"672",26,18,18,1,26,14,14,18,1,330,0
"673",26,12,12,1,26,18,18,12,1,2398,0
"674",26,13,13,1,26,17,17,13,1,1400,0
"675",NA,NA,11,NA,26,16,16,11,1,17555,NA
"676",26,19,19,1,26,13,13,19,1,5920,0
"677",26,20,20,1,26,20,20,20,1,1967,0
"678",26,21,21,1,26,19,19,21,1,2627,0
"679",27,18,6,1,27,6,1,18,0.512159448887043,3737,0.487840551112957
"680",27,11,3,0.609,27,3,19,11,0.776259314218244,1801,0.167259314218244
"681",27,11,3,0.609,27,3,2,11,0.776259314218244,2913,0.167259314218244
"682",27,16,21,0.387,27,21,3,16,1,1395,0.613
"683",27,7,11,0.956,27,11,20,7,0.237154933683137,19842,0.718845066316863
"684",27,7,11,0.956,27,11,4,7,0.237154933683137,4328,0.718845066316863
"685",27,7,11,0.956,27,11,21,7,0.237154933683137,4098,0.718845066316863
"686",27,5,12,0.343,27,12,5,5,0.132940894441041,780,0.210059105558959
"687",27,12,18,0.369,27,18,6,12,0.62424131147541,2422,0.25524131147541
"688",27,14,14,0.581,27,14,7,14,0.816316874243141,3961,0.235316874243141
"689",27,16,9,0.385,27,9,8,16,0.303384194851291,2839,0.081615805148709
"690",27,8,5,0.415,27,5,9,8,0.602031873621926,2165,0.187031873621926
"691",27,19,8,0.375,27,8,10,19,0.369570232184946,2543,0.005429767815054
"692",27,20,8,0.375,27,8,10,19,0.369570232184946,2543,0.005429767815054
"693",27,15,19,0.552,27,19,11,15,0.695432811211871,1604,0.143432811211871
"694",27,16,9,0.385,27,9,12,16,0.303384194851291,2435,0.081615805148709
"695",27,19,7,0.351,27,7,13,19,0.634843493126011,2761,0.283843493126011
"696",27,1,1,1,27,1,14,1,1,1232,0
"697",27,17,20,0.616,27,20,15,17,0.714067845513375,2504,0.098067845513375
"698",27,19,8,0.375,27,8,16,20,0.369570232184946,2816,0.005429767815054
"699",27,20,8,0.375,27,8,16,20,0.369570232184946,2816,0.005429767815054
"700",27,20,13,0.382,27,13,17,20,0.535646416354944,1921,0.153646416354944
"701",27,18,6,1,27,6,18,18,0.512159448887043,807,0.487840551112957
"702",28,3,3,1,28,3,13,3,1,752,0
"703",28,10,10,1,28,10,18,10,1,2876,0
"704",28,9,9,1,28,9,19,9,1,3750,0
"705",28,1,1,1,28,1,17,1,1,1858,0
"706",28,12,12,1,28,12,4,12,1,3496,0
"707",28,8,8,1,28,8,19,8,1,2787,0
"708",28,2,2,1,28,2,18,2,1,401,0
"709",28,16,16,1,28,16,10,16,1,2053,0
"710",28,17,17,1,28,17,10,17,1,1524,0
"711",28,15,15,1,28,15,10,15,1,2862,0
"712",28,14,14,1,28,14,11,14,1,1313,0
"713",28,11,11,1,28,11,1,11,1,12318,0
"714",28,13,13,1,28,13,1,13,1,1187,0
"715",28,18,18,1,28,18,4,18,1,3212,0
"716",28,20,20,1,28,20,5,20,1,462,0
"717",28,21,21,1,28,21,6,21,1,136,0
"718",28,19,19,1,28,19,6,19,1,1735,0
"719",28,22,22,1,28,22,7,22,1,2959,0
"720",28,7,7,1,28,7,21,7,1,5542,0
"721",28,6,6,1,28,6,22,6,1,3063,0
"722",28,5,5,1,28,5,14,5,1,10725,0
"723",28,4,4,1,28,4,15,4,1,1560,0
"724",29,10,1,0.471,29,8,3,10,0.51016497823545,1538,0.0391649782354501
"725",29,7,1,0.471,29,8,3,10,0.51016497823545,1538,0.0391649782354501
"726",29,10,1,0.471,29,8,2,7,0.51016497823545,3165,0.0391649782354501
"727",29,7,1,0.471,29,8,2,7,0.51016497823545,3165,0.0391649782354501
"728",29,8,11,1,29,4,15,8,1,1335,0
"729",NA,NA,12,NA,29,5,15,1,0.176792678074015,1267,NA
"730",29,4,13,0.6,29,2,12,4,0.420130533070809,889,0.179869466929191
"731",29,14,3,1,29,11,17,14,1,1327,0
"732",29,9,6,1,29,1,13,9,1,5522,0
"733",NA,NA,14,NA,29,3,16,5,0.466303198455583,1562,NA
"734",29,7,15,0.698,29,9,5,6,0.663158970167552,2334,0.034841029832448
"735",NA,NA,12,NA,29,5,12,3,0.176792678074015,2512,NA
"736",29,15,2,1,29,10,18,15,1,4978,0
"737",29,11,7,0.442,29,12,7,11,0.411041413906743,2550,0.030958586093257
"738",29,10,9,0.434,29,14,10,2,0.333724834990323,1959,0.100275165009677
"739",29,12,5,0.739,29,15,7,12,0.85559961208431,4149,0.11659961208431
"740",29,13,4,1,29,7,2,13,1,2047,0
"741",30,20,1,1,30,1,10,20,1,2034,0
"742",30,23,2,1,30,2,10,23,1,1557,0
"743",30,13,3,0.734,30,3,10,13,0.750447205527702,4453,0.0164472055277021
"744",30,8,4,1,30,4,10,8,1,2328,0
"745",30,7,11,0.962,30,11,20,22,0.981033661448055,1515,0.0190336614480551
"746",30,15,6,1,30,6,NA,15,1,3603,0
"747",NA,NA,7,NA,30,7,10,14,1,2418,NA
"748",NA,NA,8,NA,30,8,10,25,0.893466136238288,1457,NA
"749",NA,NA,9,NA,30,9,10,5,1,2479,NA
"750",30,24,10,1,30,10,10,24,1,6501,0
"751",30,7,11,0.962,30,11,10,7,0.981033661448055,2381,0.0190336614480551
"752",NA,NA,12,NA,30,12,10,10,1,1843,NA
"753",NA,NA,18,NA,30,18,10,21,0.698800809842704,1057,NA
"754",NA,NA,14,NA,30,14,28,1,1,1834,NA
"755",30,4,15,1,30,15,10,4,1,1400,0
"756",NA,NA,8,NA,30,8,10,19,0.893466136238288,2069,NA
"757",30,11,17,1,30,17,10,11,1,3978,0
"758",NA,NA,18,NA,30,18,10,3,0.698800809842704,1883,NA
"759",NA,NA,19,NA,30,19,10,17,1,2800,NA
"760",NA,NA,21,NA,30,21,10,16,0.227354947798903,1719,NA
"761",NA,NA,21,NA,30,21,10,2,0.227354947798903,397,NA
"762",NA,NA,21,NA,30,21,NA,6,0.227354947798903,17596,NA
"763",NA,NA,22,NA,30,22,NA,12,1,1810,NA
"764",30,18,23,0.938,30,23,10,18,0.946820844872945,2030,0.0088208448729451
"765",NA,NA,20,NA,30,20,8,26,0.490509428250921,1729,NA
"766",NA,NA,26,NA,30,26,8,9,1,807,NA
"767",30,30,29,1,30,29,10,30,1,3753,0
"768",NA,NA,30,NA,30,30,19,29,1,17743,NA
"769",30,28,27,1,30,27,8,28,1,4488,0
"770",NA,NA,28,NA,30,28,23,27,1,627,NA
"771",31,8,1,0.361,31,1,8,8,0.346104168684814,1645,0.014895831315186
"772",31,7,3,0.436,31,3,12,7,0.453989047567916,1925,0.017989047567916
"773",31,3,4,0.953,31,4,9,3,0.954321485960597,1807,0.001321485960597
"774",31,6,5,0.748,31,5,9,6,0.708736883225346,999,0.039263116774654
"775",31,4,6,1,31,6,11,4,1,1489,0
"776",31,9,7,0.349,31,7,15,9,0.331191994275523,1711,0.017808005724477
"777",31,8,1,0.361,31,1,8,5,0.346104168684814,1253,0.014895831315186
"778",NA,NA,8,NA,31,8,11,1,0.933433349579627,4761,NA
"779",31,8,2,0.596,31,2,6,2,0.714770293189543,1037,0.118770293189543
"780",31,2,2,0.596,31,2,6,2,0.714770293189543,1037,0.118770293189543
"781",31,13,15,0.838,31,15,4,13,0.910185582681765,15859,0.072185582681765
"782",31,11,14,0.756,31,14,5,11,0.84965931918128,4200,0.09365931918128
"783",31,14,13,0.863,31,13,3,14,0.865904202297886,10600,0.00290420229788602
"784",31,12,10,0.867,31,10,3,12,0.872291849495393,3901,0.00529184949539296
"785",31,12,10,0.867,31,10,1,15,0.872291849495393,1042,0.00529184949539296
"786",NA,NA,11,NA,31,11,2,10,0.922086993332628,1173,NA
"787",32,1,7,1,32,14,14,1,1,409,0
"788",32,4,2,1,32,13,14,4,1,902,0
"789",32,15,14,0.611,32,2,3,15,0.464968421052632,5243,0.146031578947368
"790",32,10,14,0.611,32,2,3,15,0.464968421052632,5243,0.146031578947368
"791",32,16,17,0.881,32,16,12,16,0.84947877764427,1158,0.03152122235573
"792",32,18,15,0.429,32,12,18,18,0.27626118054101,904,0.15273881945899
"793",32,2,6,0.567,32,11,6,2,0.654939538643156,1140,0.0879395386431561
"794",32,14,18,0.646,32,17,16,14,0.623205171136615,697,0.022794828863385
"795",32,8,12,0.315,32,7,11,8,0.247482281346247,3622,0.067517718653753
