"","seccion","munn","edon","dis_nueva","dis_anterior","pob_total","esc1","esc3","urbana","rural","mixta","pan","pri","prd","pob_dist","pob_edo","RRI","RRI_anterior","RRI_nueva","SQ","dsi_pob","prop_urbana","prop_rural","prop_mixta","prop_bastion_pan","prop_bastion_pri","prop_bastion_prd","SQ_","dsi_sec","dcrit8"
"448",35,3,20,3,22,1644,3,3,1,0,0,0,0,0,153076,3801727,0,0.531488925936411,0.993422090987483,19,0.621,0.924,0.076,0.038,0.8,0.2,0,19,0.678,0
"449",37,386,20,16,1,2249,3,16,0,1,1,0,0,0,153544,3801727,0,0.556080390249611,0.990394154118689,1,0.307,0.794,0.207,0.092,0.5,0.167,0.333,1,0.206,0
"450",39,4,20,4,20,1156,17,4,0,1,1,0,0,0,138169,3801727,0,0.99006530160487,1.10060201637126,20,0.853,0.042,0.958,0.246,0,0.897,0.103,20,0.828,0
"451",42,5,20,5,15,1012,14,5,0,1,1,1,0,0,154806,3801727,0,1.08141088457627,0.982320323501673,15,0.734,0.2,0.8,0.194,0.125,0.672,0.203,15,0.616,0
"452",43,6,20,6,5,885,5,6,1,0,0,0,0,0,155758,3801727,0,1.59093037610504,0.976316336881573,6,0.418,0.337,0.663,0.245,0,0.75,0.25,6,0.358,0
"453",57,7,20,7,16,3918,4,7,0,1,1,0,0,0,154799,3801727,0,2.45716584798345,0.982364743958294,16,0.381,0.073,0.927,0.333,0,0.759,0.241,16,0.377,0
"454",65,8,20,3,19,1070,2,3,1,0,0,0,0,0,153076,3801727,0,1.17700526315789,0.993422090987483,19,0.621,0.32,0.68,0.24,0.059,0.735,0.206,19,0.678,0
"455",68,9,20,8,4,540,20,8,1,0,0,0,1,0,130667,3801727,0,0.999277692717129,1.16379101073722,6,0.306,0.345,0.655,0.209,0.059,0.843,0.098,6,0.299,0
"456",74,11,20,9,18,2003,22,9,1,0,0,0,1,0,148539,3801727,0,0.61822479337499,1.02376534108887,18,0.232,0.414,0.586,0.134,0.059,0.765,0.176,18,0.297,0
"457",77,12,20,11,24,2816,20,11,0,1,1,0,0,0,164617,3801727,0,1.28358667026808,0.9237750657587,24,0.635,0.243,0.757,0.136,0.031,0.844,0.125,24,0.615,0
"458",87,13,20,5,21,710,14,5,1,0,0,0,0,1,154806,3801727,0,1.42962376609946,0.982320323501673,15,0.734,0.144,0.856,0.16,0.023,0.386,0.591,15,0.616,0
"459",90,14,20,10,8,2459,11,10,0,1,1,0,1,0,153803,3801727,0,0.762216641855756,0.988726357743347,7,0.614,0.055,0.945,0.26,0,0.929,0.071,7,0.606,0
"460",97,15,20,11,23,1481,18,11,1,0,0,0,0,0,164617,3801727,0,0.807392139997664,0.9237750657587,24,0.635,0.461,0.539,0.221,0,0.909,0.091,24,0.615,0
"461",104,16,20,12,13,1713,7,12,1,0,0,0,1,0,149726,3801727,0,1.33468859710715,1.01564911905748,13,0.732,0.051,0.949,0.331,0,0.422,0.578,13,0.698,0
"462",113,18,20,13,10,1404,19,13,1,0,0,0,0,0,137250,3801727,0,1.23617318072446,1.10797143897996,10,0.749,0.079,0.921,0.263,0.14,0.721,0.14,10,0.743,0
"463",125,21,20,7,14,334,1,7,0,1,1,0,1,0,154799,3801727,0,3.5432471224195,0.982364743958294,16,0.381,0.151,0.85,0.312,0,0.8,0.2,16,0.377,0
"464",127,22,20,15,17,1518,4,15,0,1,1,0,0,0,156052,3801727,0,0.75733499340123,0.97447696921539,17,0.777,0.083,0.916,0.23,0,0.879,0.121,17,0.758,0
"465",131,23,20,14,12,2747,8,14,0,1,1,0,0,0,155738,3801727,0,1.67521239094034,0.976441716215696,12,0.517,0.026,0.974,0.234,0,0.421,0.579,12,0.505,0
"466",192,33,20,18,2,2822,16,18,0,1,1,0,0,0,142020,3801727,0,0.826880325381851,1.07075820306999,22,0.239,0.242,0.758,0.25,0.029,0.714,0.257,22,0.255,0
"467",396,56,20,21,11,1451,10,21,0,1,1,0,0,0,178745,3801727,0,0.827375201989151,0.850759909368094,11,0.875,0.169,0.831,0.25,0,0.583,0.417,11,0.856,0
"468",432,59,20,10,7,2299,19,10,0,1,1,0,0,0,153803,3801727,0,1.17604040029078,0.988726357743347,7,0.614,0.092,0.909,0.275,0.103,0.872,0.026,7,0.606,0
"469",669,76,20,6,6,5561,5,6,1,0,0,0,0,0,155758,3801727,0,0.789444317544698,0.976316336881573,6,0.418,0.55,0.45,0.135,0,0.88,0.12,6,0.358,0
"470",908,150,20,13,9,773,21,13,0,1,1,0,1,0,137250,3801727,0,1.01655890689342,1.10797143897996,10,0.749,0.14,0.861,0.323,0,0.913,0.087,10,0.743,0
"471",1,1,21,12,17,3081,12,1,0,1,1,0,0,0,224405,5677386,0,1.03132305919359,0.97306655377554,17,0.973,0.43,0.57,0.233,0.2,0.8,0,17,0.957,0
"472",20,2,21,5,6,2145,16,2,0,1,1,0,1,0,213334,5677386,0,0.977859877745684,1.02356398886253,6,0.169,0.267,0.733,0.138,0.364,0.636,0,6,0.241,0
"473",28,3,21,23,23,3789,8,3,1,0,0,0,1,0,214794,5677386,0,1.07069097399286,1.01660660912316,23,0.756,0.113,0.887,0.232,0.022,0.956,0.022,23,0.789,0
"474",45,4,21,13,18,3870,6,4,1,0,0,0,1,0,225187,5677386,0,1.01989238774042,0.969687415348133,18,0.84,0.376,0.624,0.258,0,1,0,18,0.793,0
"475",61,5,21,22,22,1270,3,5,1,0,0,0,1,0,226400,5677386,0,0.901230746372146,0.964492049469965,22,0.901,0.221,0.779,0.246,0,0.973,0.027,22,0.877,0
"476",64,6,21,2,2,1256,19,6,0,1,1,0,1,0,215695,5677386,0,1.06217044459578,1.01236004543453,2,0.866,0.229,0.771,0.165,0.194,0.806,0,2,0.845,0
"477",80,10,21,26,26,5461,18,19,1,0,0,0,1,0,232026,5677386,0,1.02835062470272,0.941105738150035,26,0.915,0.245,0.754,0.075,0.087,0.891,0.022,26,0.925,0
"478",103,12,21,14,20,891,10,8,1,0,0,1,0,0,222377,5677386,0,0.982329310042332,0.981940578387153,20,0.674,0.174,0.826,0.152,0.14,0.86,0,20,0.667,0
"479",134,16,21,3,3,2852,7,7,0,1,1,0,1,0,213369,5677386,0,0.987996235532591,1.02339608846646,3,0.625,0.167,0.833,0.108,0,1,0,3,0.624,0
"480",139,17,21,5,5,3923,16,2,0,1,1,0,1,0,213334,5677386,0,0.967132012295046,1.02356398886253,6,0.169,0.19,0.809,0.23,0.068,0.932,0,6,0.241,0
"481",154,19,21,21,21,2603,11,10,1,0,0,1,0,0,215993,5677386,0,0.986006502302899,1.01096331825568,21,0.832,0.549,0.451,0.128,0.519,0.463,0.019,21,0.836,0
"482",245,26,21,8,8,1455,2,11,1,0,0,0,1,0,212060,5677386,0,0.995550226363997,1.02971328869188,8,0.402,0.724,0.276,0.092,0.552,0.448,0,8,0.447,0
"483",253,27,21,24,25,835,17,9,0,1,1,0,1,0,212600,5677386,0,1.05622091729629,1.02709783631232,25,0.358,0.716,0.284,0.034,0.406,0.562,0.031,25,0.279,0
"484",260,28,21,2,4,1763,19,6,0,1,1,0,1,0,215695,5677386,0,0.918000050448572,1.01236004543453,2,0.866,0.097,0.903,0.226,0.019,0.981,0,2,0.845,0
"485",282,35,21,8,9,1450,2,11,1,0,0,1,0,0,212060,5677386,0,0.892208938392266,1.02971328869188,8,0.402,1,0,0,0.906,0.094,0,8,0.447,0
"486",395,47,21,25,24,4030,5,12,0,1,1,0,1,0,215481,5677386,0,1.0466574316843,1.01336544753366,25,0.221,0.367,0.633,0.215,0.148,0.852,0,25,0.328,0
"487",415,49,21,8,7,3111,2,11,0,1,1,0,0,0,212060,5677386,0,0.863797113832716,1.02971328869188,8,0.402,0.661,0.339,0.098,0.404,0.596,0,8,0.447,0
"488",502,58,21,1,1,2270,15,14,0,1,1,1,0,0,210881,5677386,0,0.976879957410448,1.03547024151061,1,0.943,0.215,0.785,0.131,0.038,0.943,0.019,1,0.938,0
"489",544,66,21,15,19,3891,14,15,1,0,0,0,1,0,217347,5677386,0,0.955113877431405,1.00466535079849,19,0.841,0.215,0.785,0.347,0.087,0.913,0,19,0.843,0
"490",933,115,21,17,13,364,26,26,1,0,0,1,0,0,228594,5677386,0,1.01075741655365,0.955235045539253,13,0.547,1,0,0,0.947,0.053,0,13,0.658,0
"491",941,115,21,17,11,773,26,26,1,0,0,0,0,0,228594,5677386,0,0.976670229943152,0.955235045539253,13,0.547,1,0,0,1,0,0,13,0.658,0
"492",1047,115,21,9,10,1738,22,20,1,0,0,1,0,0,235562,5677386,0,1.09217633995558,0.926978884539951,11,0.232,0.96,0.04,0.02,0.524,0.476,0,11,0.261,0
"493",1181,115,21,19,14,2008,25,25,1,0,0,0,0,0,204835,5677386,0,1.00967780716518,1.06603363682964,15,0.416,1,0,0,0.821,0.179,0,15,0.527,0
"494",1186,115,21,19,15,1785,25,25,1,0,0,1,0,0,204835,5677386,0,1.02770691943485,1.06603363682964,15,0.416,1,0,0,0.75,0.25,0,15,0.527,0
"495",1214,115,21,19,16,10076,25,25,1,0,0,0,0,0,204835,5677386,0,1.3663531752736,1.06603363682964,15,0.416,0.725,0.275,0.1,0.154,0.846,0,15,0.527,0
"496",1291,115,21,10,12,1374,24,24,1,0,0,1,0,0,210600,5677386,0,0.978350575510881,1.03685185185185,11,0.22,1,0,0,0.857,0.143,0,11,0.224,0
"497",1,1,22,14,8,1355,14,14,1,0,0,1,0,0,124048,1775009,0,1.20955028807594,0.953936648179199,8,0.389,0.057,0.943,0.094,0.333,0.667,0,8,0.425,0
"498",35,2,22,3,15,1809,3,3,0,1,1,0,1,0,112418,1775009,0,1.25921992607884,1.05262443143743,15,0.836,0,1,0.145,0.217,0.783,0,15,0.823,0
"499",46,3,22,1,14,3080,1,1,0,1,1,0,0,0,128617,1775009,0,1.15731139994849,0.920048930804896,14,0.795,0.095,0.905,0.254,0.579,0.421,0,14,0.77,0
"500",76,4,22,2,13,1930,2,2,0,1,1,0,0,0,121301,1775009,0,1.14430702085207,0.975539635562224,11,0.338,0.069,0.931,0.155,0.059,0.941,0,11,0.4,0
"501",97,5,22,9,7,4952,9,9,1,0,0,1,0,0,122407,1775009,0,0.827087803662,0.966725214516599,5,0.178,0.714,0.285,0.114,0.692,0.308,0,5,0.189,0
"502",182,10,22,4,12,3467,4,4,1,0,0,1,0,0,116264,1775009,0,1.0178037340306,1.0178037340306,12,1,0.143,0.858,0.327,0.4,0.6,0,12,1,0
"503",210,11,22,15,11,2308,15,15,1,0,0,0,1,0,122315,1775009,0,0.932931255140951,0.967452342994182,11,0.347,0.324,0.675,0.27,0.45,0.55,0,11,0.338,0
"504",266,14,22,6,3,4632,6,6,1,0,0,0,0,0,123836,1775009,0,0.777540793306612,0.955569732011154,3,0.43,0.619,0.381,0.159,0.667,0.333,0,3,0.368,0
"505",275,14,22,7,4,2479,7,7,1,0,0,0,0,0,121916,1775009,0,0.664431567638791,0.970618567975765,4,0.454,0.944,0.056,0.028,0.85,0.15,0,4,0.456,0
"506",315,14,22,5,2,1322,5,5,1,0,0,1,0,0,100348,1775009,0,0.733339943688041,1.17923559346806,2,0.508,0.724,0.276,0.092,0.846,0.154,0,2,0.38,0
"507",333,14,22,7,1,1682,7,7,1,0,0,1,0,0,121916,1775009,0,2.04196533853313,0.970618567975765,4,0.454,1,0,0,0.906,0.094,0,4,0.456,0
"508",372,14,22,7,5,2330,7,7,1,0,0,1,0,0,121916,1775009,0,1.29134765085047,0.970618567975765,4,0.454,1,0,0,1,0,0,4,0.456,0
"509",441,14,22,11,6,1244,11,11,1,0,0,0,0,0,123726,1775009,0,1.09798219731413,0.956419292091665,5,0.266,0.98,0.02,0,0.913,0.087,0,5,0.366,0
"510",563,16,22,15,10,2301,15,15,1,0,0,1,0,0,122315,1775009,0,1.0786262928258,0.967452342994182,11,0.347,0.404,0.596,0.192,0.688,0.312,0,11,0.338,0
"511",575,16,22,13,9,1493,13,13,1,0,0,1,0,0,122305,1775009,0,0.892116743564227,0.967531444612512,9,0.815,0.629,0.372,0.143,0.6,0.4,0,9,0.766,0
"512",1,1,23,11,7,9704,3,7,1,0,0,0,0,0,87740,1258416,0,0.959220681217914,0.956170503761112,7,1,1,0,0,0,1,0,7,1,0
"513",13,1,23,13,3,3202,1,3,1,0,0,0,0,0,88044,1258416,0,1.09295848043878,0.952869020035437,3,1,1,0,0,NA,NA,NA,3,1,0
"514",15,1,23,13,5,3811,4,5,1,0,0,0,0,0,88044,1258416,0,1.17102258451746,0.952869020035437,5,1,1,0,0,0.4,0.6,0,5,1,0
"515",21,1,23,12,4,1031,3,4,1,0,0,0,0,0,87832,1258416,0,0.952804088586031,0.955168958921578,4,1,1,0,0,0.556,0.444,0,4,1,0
"516",85,1,23,11,6,908,8,6,1,0,0,0,0,0,87740,1258416,0,0.93841610738255,0.956170503761112,6,1,0.415,0.584,0.169,0.1,0.9,0,6,1,0
"517",144,1,23,9,8,804,5,8,1,0,0,0,0,0,87999,1258416,0,0.956333998290111,0.953356288139638,8,1,0.84,0.16,0.04,0.5,0.5,0,8,1,0
"518",151,1,23,10,1,5649,6,1,1,0,0,1,0,0,87481,1258416,0,0.942305489099303,0.959001383157486,1,1,0.855,0.145,0.036,1,0,0,1,1,0
"519",182,2,23,6,11,2264,12,11,0,1,1,0,1,0,79540,1258416,0,1.05474478249937,1.05474478249937,11,1,0.63,0.37,0.185,0,1,0,11,1,0
"520",206,8,23,5,9,8776,9,9,1,0,0,0,1,0,56792,1258416,0,1.44540849729506,1.47722214396394,9,1,0.72,0.28,0.08,0,1,0,9,1,0
"521",215,3,23,4,12,3061,10,12,1,0,0,0,1,0,109966,1258416,0,0.947605977432144,0.762912172853427,12,1,0.133,0.867,0.267,0,1,0,12,1,0
"522",262,5,23,4,15,3243,15,15,0,1,1,0,1,0,109966,1258416,0,0.954419176118588,0.762912172853427,15,1,0.026,0.974,0.156,0,1,0,15,1,0
"523",298,7,23,2,13,1512,14,13,1,0,0,0,1,0,91032,1258416,0,0.953865744951792,0.921592407065647,13,1,0.682,0.319,0.152,0,1,0,13,1,0
"524",300,7,23,1,14,3352,13,14,1,0,0,0,0,0,82671,1258416,0,0.95175559009382,1.01479841782487,14,1,0.9,0.1,0.025,0,1,0,14,1,0
"525",491,1,23,14,2,11481,2,2,1,0,0,0,0,0,89935,1258416,0,0.958530231707874,0.932833713237338,2,1,1,0,0,NA,NA,NA,2,1,0
"526",668,8,23,5,10,1211,11,10,1,0,0,0,0,0,56792,1258416,0,0.924874047779162,1.47722214396394,10,1,0.97,0.03,0.015,NA,NA,NA,10,1,0
"527",1,1,24,4,4,1602,4,1,1,0,0,1,0,0,169372,2534093,0,0.997446646041455,0.997446646041455,4,1,0.07,0.93,0.095,0.34,0.64,0.02,4,1,1
"528",15,2,24,11,11,369,7,3,0,1,1,0,0,0,177381,2534093,0,1.24954351915543,0.952410536265628,11,0.762,0.169,0.831,0.122,0.191,0.809,0,11,0.688,1
"529",34,3,24,14,14,3325,5,4,0,1,0,1,0,0,169229,2534093,0,0.998289497268987,0.998289497268987,14,1,0.063,0.937,0.063,0.311,0.689,0,14,1,1
"530",60,4,24,3,2,301,4,2,1,0,0,0,0,0,175535,2534093,0,1.50531086736346,0.962426486645588,3,0.802,0.107,0.894,0.077,0.373,0.627,0,3,0.717,1
"531",98,6,24,1,1,1625,3,5,0,1,1,0,0,0,178382,2534093,0,1.03077905569623,0.947066034315869,1,0.919,0.303,0.698,0.069,0.171,0.829,0,1,0.891,1
"532",165,9,24,3,3,240,7,2,0,1,1,0,1,0,175535,2534093,0,1.20011887086882,0.962426486645588,3,0.802,0.103,0.897,0.088,0.347,0.653,0,3,0.717,1
"533",220,11,24,10,10,1932,2,6,1,0,0,1,0,0,172259,2534093,0,1.11538483546037,0.980729792541077,10,0.719,0.289,0.711,0.069,0.508,0.492,0,10,0.588,1
"534",266,13,24,12,12,10243,9,15,0,1,1,0,1,0,168058,2534093,0,1.00524541130641,1.00524541130641,12,1,0.518,0.482,0.062,0.667,0.333,0,12,1,1
"535",371,14,24,13,13,1417,6,14,1,0,0,0,1,0,167752,2534093,0,1.00707910089497,1.00707910089497,13,1,0.244,0.756,0.095,0.347,0.612,0.041,13,1,1
"536",773,28,24,2,5,13064,14,10,1,0,0,1,0,0,171753,2534093,0,0.875402406059193,0.983619111941761,6,0.124,0.612,0.387,0.025,0.912,0.088,0,6,0.229,1
"537",809,28,24,5,7,2032,14,8,1,0,0,0,0,0,170958,2534093,0,0.884074337666325,0.988193201449089,5,0.256,0.914,0.086,0.026,0.984,0.016,0,5,0.325,1
"538",838,28,24,2,6,1448,11,10,1,0,0,1,0,0,171753,2534093,0,0.868320320999457,0.983619111941761,6,0.124,1,0,0,0.979,0.021,0,6,0.229,1
"539",923,28,24,8,8,362,15,11,1,0,0,1,0,0,153852,2534093,0,1.008076649203,1.09806524018754,8,0.827,0.823,0.178,0.065,1,0,0,8,0.82,1
"540",1128,29,24,15,15,1116,6,7,1,0,0,1,0,0,164315,2534093,0,1.02814431630304,1.02814431630304,15,1,0.126,0.874,0.059,0.27,0.703,0.027,15,1,1
"541",1242,35,24,5,9,962,11,8,1,0,0,1,0,0,170958,2534093,0,0.687898160062109,0.988193201449089,5,0.256,0.861,0.139,0.025,0.885,0.115,0,5,0.325,1
"542",1,1,25,3,3,19421,19,3,1,0,0,0,0,0,113387,2735853,0,0.468559123829567,1.00535224496635,4,0.357,0.684,0.317,0.102,0.123,0.877,0,4,0.331,0
"543",111,1,25,3,4,1123,19,3,1,0,0,1,0,0,113387,2735853,0,0.648802070586628,1.00535224496635,4,0.357,0.696,0.305,0.111,0.17,0.83,0,4,0.331,0
"544",456,2,25,2,8,1151,1,2,1,0,0,0,1,0,124149,2735853,0,2.50662697627372,0.918202120033186,9,0.634,0.457,0.543,0.165,0,0.939,0.061,9,0.584,0
"545",563,3,25,23,11,707,16,23,0,1,1,0,1,0,105676,2735853,0,3.83778995387671,1.07871110753624,10,0.431,0.029,0.971,0.058,0,1,0,10,0.537,0
"546",629,4,25,11,21,644,5,11,0,1,1,0,1,0,115449,2735853,0,4.05124298102211,0.987395949726719,20,0.561,0.167,0.833,0.25,0.05,0.95,0,20,0.63,0
"547",675,5,25,19,16,844,15,19,1,0,0,0,1,0,116877,2735853,0,7.16807363390555,0.975331972928806,17,0.366,0.167,0.834,0.056,0,1,0,17,0.321,0
"548",710,6,25,18,24,1241,13,18,1,0,0,0,1,0,117950,2735853,0,0.501389340945478,0.966459304790165,24,0.316,0.876,0.124,0.018,0.198,0.802,0,24,0.135,0
"549",773,6,25,20,12,328,13,20,1,0,0,0,0,0,117964,2735853,0,0.503829197144815,0.96634460513377,24,0.337,0.838,0.162,0.021,0.058,0.942,0,24,0.287,0
"550",990,6,25,17,13,332,12,17,1,0,0,0,1,0,117036,2735853,0,0.405278412787576,0.97400692949178,13,0.239,0.864,0.136,0.059,0.025,0.975,0,13,0.241,0
"551",1532,6,25,17,14,597,11,17,0,1,0,0,0,0,117036,2735853,0,0.916946524666383,0.97400692949178,13,0.239,0.408,0.592,0.099,0.011,0.989,0,13,0.241,0
"552",1726,7,25,1,1,1897,2,1,0,1,1,1,0,0,131861,2735853,0,3.46897157724963,0.864500307141611,2,0.751,0.143,0.857,0.091,0.464,0.536,0,2,0.715,0
"553",1799,8,25,19,17,1597,10,19,1,0,0,0,1,0,116877,2735853,0,2.66235081860009,0.975331972928806,17,0.366,0.338,0.662,0.077,0,1,0,17,0.321,0
"554",1860,9,25,10,23,128,3,10,1,0,0,0,0,0,103275,2735853,0,2.12121092296241,1.10378963931252,22,0.48,0.519,0.481,0.169,0.038,0.962,0,22,0.576,0
"555",1925,10,25,1,2,462,18,1,1,0,0,1,0,0,131861,2735853,0,1.15145328282828,0.864500307141611,2,0.751,0.29,0.71,0.12,0.209,0.791,0,2,0.715,0
"556",2101,11,25,6,6,3065,23,6,0,1,1,0,0,0,110649,2735853,0,0.697619856307067,1.03022959990601,6,0.429,0.562,0.438,0.117,0.016,0.922,0.062,6,0.419,0
"557",2114,11,25,4,7,452,23,4,1,0,0,0,0,0,110494,2735853,0,0.950820543831846,1.03167479682155,7,0.491,0.504,0.496,0.103,0,0.965,0.035,7,0.55,0
"558",2540,12,25,11,20,268,4,11,1,0,0,1,0,0,115449,2735853,0,1.38643260237652,0.987395949726719,20,0.561,0.787,0.213,0.066,0.325,0.675,0,20,0.63,0
"559",2667,12,25,14,19,3658,6,14,1,0,0,1,0,0,99480,2735853,0,0.347078824618345,1.14589741656614,19,0.303,0.86,0.14,0.036,0.547,0.453,0,19,0.179,0
"560",2997,13,25,23,10,389,16,23,1,0,0,0,1,0,105676,2735853,0,2.50480938255329,1.07871110753624,10,0.431,0.23,0.771,0.193,0,0.984,0.016,10,0.537,0
"561",3131,14,25,10,22,1366,3,10,1,0,0,0,1,0,103275,2735853,0,2.30127939840517,1.10378963931252,22,0.48,0.34,0.66,0.103,0.025,0.95,0.025,22,0.576,0
"562",3220,15,25,2,9,2445,1,2,1,0,0,0,1,0,124149,2735853,0,1.4489764465121,0.918202120033186,9,0.634,0.73,0.271,0.063,0.014,0.972,0.014,9,0.584,0
"563",3370,16,25,19,18,1687,10,19,0,1,1,0,1,0,116877,2735853,0,5.16042892711634,0.975331972928806,17,0.366,0.135,0.866,0.154,0,1,0,17,0.321,0
"564",3420,17,25,5,5,902,2,5,1,0,0,0,0,0,113940,2735853,0,1.34181478429757,1.00047283658066,5,0.746,0.208,0.792,0.066,0.365,0.635,0,5,0.825,0
"565",3614,18,25,24,15,139,17,24,1,0,0,1,0,0,104848,2735853,0,0.842458299768681,1.08722984701663,15,0.775,0.404,0.596,0.163,0.111,0.873,0.016,15,0.73,0
"566",1,1,26,6,6,1735,3,3,0,1,1,0,1,0,111396,2521161,0,1.07773426078392,1.07773426078392,18,0.115,0.318,0.683,0.178,0.537,0.463,0,18,0.253,0
"567",3,2,26,7,7,1617,4,4,1,0,0,1,0,0,117586,2521161,0,1.02099982748189,1.02099982748189,7,0.554,0.487,0.513,0.154,0.125,0.875,0,7,0.385,0
"568",34,3,26,3,3,1190,2,2,1,0,0,0,0,0,128220,2521161,0,0.936322615148071,0.936322615148071,3,0.743,0.466,0.534,0.136,0.625,0.375,0,3,0.714,0
"569",38,4,26,18,18,804,3,3,0,1,1,0,1,0,105916,2521161,0,1.13349527658036,1.13349527658036,18,0.115,0.205,0.794,0.196,0.209,0.791,0,18,0.253,0
"570",112,24,26,5,5,2075,3,3,1,0,0,0,0,0,133893,2521161,0,0.896650950492451,0.896650950492451,18,0.115,0.794,0.207,0.048,0.688,0.312,0,18,0.253,0
"571",159,30,26,4,4,1289,14,14,1,0,0,1,0,0,75338,2521161,0,1.59355551931676,1.59355551931676,4,0.59,1,0,0,0.958,0.042,0,4,0.667,0
"572",336,49,26,8,8,8715,8,8,1,0,0,0,0,0,177116,2521161,0,0.677834220026907,0.677834220026907,8,0.613,1,0,0,0.938,0.062,0,8,0.543,0
"573",338,49,26,10,10,7326,7,7,1,0,0,0,0,0,138325,2521161,0,0.867921819730965,0.867921819730965,10,0.677,1,0,0,1,0,0,10,0.491,0
"574",369,49,26,9,9,1717,7,7,1,0,0,0,0,0,129410,2521161,0,0.927712585691104,0.927712585691104,10,0.677,0.975,0.024,0.012,1,0,0,10,0.491,0
"575",479,49,26,12,12,611,5,5,1,0,0,1,0,0,101029,2521161,0,1.18832499296524,1.18832499296524,9,0.28,0.855,0.145,0.018,0.96,0.04,0,9,0.407,0
"576",517,49,26,11,11,985,9,9,1,0,0,0,0,0,145346,2521161,0,0.825996489165754,0.825996489165754,11,0.338,0.587,0.413,0.093,0.769,0.231,0,11,0.467,0
"577",631,53,26,2,2,5220,16,16,1,0,0,0,1,0,160093,2521161,0,0.749909650729799,0.749909650729799,1,0.19,0.792,0.208,0.083,0.35,0.65,0,1,0.281,0
"578",652,55,26,1,1,816,16,16,1,0,0,0,0,0,91280,2521161,0,1.31524195567798,1.31524195567798,1,0.19,0.892,0.109,0.014,1,0,0,1,0.281,0
"579",760,58,26,14,14,330,18,18,1,0,0,0,0,0,114398,2521161,0,1.04945266275884,1.04945266275884,14,0.965,0.529,0.471,0.103,0.056,0.611,0.333,14,0.938,0
"580",776,59,26,17,17,1332,12,12,1,0,0,0,0,0,112418,2521161,0,1.06793650228865,1.06793650228865,16,0.199,0.906,0.093,0.031,0,1,0,16,0.26,0
"581",777,59,26,16,16,4001,12,12,1,0,0,0,0,0,107486,2521161,0,1.11693881728119,1.11693881728119,16,0.199,0.946,0.055,0.014,0.114,0.886,0,16,0.26,0
"582",901,59,26,15,15,8066,13,13,1,0,0,0,0,0,119255,2521161,0,1.00671070994328,1.00671070994328,17,0.534,0.672,0.328,0.109,0.062,0.938,0,17,0.47,0
"583",1022,61,26,13,13,5920,19,19,1,0,0,0,1,0,103618,2521161,0,1.15863349721367,1.15863349721367,13,0.96,0.881,0.119,0,0.034,0.966,0,13,0.94,0
"584",1109,62,26,21,21,1272,1,1,1,0,0,0,1,0,104589,2521161,0,1.14787679119492,1.14787679119492,21,0.874,0.288,0.712,0.041,0.13,0.87,0,21,0.805,0
"585",1138,63,26,20,20,1967,20,20,1,0,0,0,0,0,137426,2521161,0,0.873599506019863,0.873599506019863,20,0.685,0.432,0.568,0.027,0.227,0.727,0.045,20,0.79,0
"586",1230,65,26,19,19,2627,21,21,1,0,0,0,0,0,107023,2521161,0,1.12177088769971,1.12177088769971,19,0.634,0.6,0.4,0.017,0.5,0.5,0,19,0.701,0
"587",1,1,27,6,1,3737,18,6,0,1,1,0,1,0,115548,2238350,0,1.89089916865822,0.922457292537259,18,0.512,0.093,0.907,0.185,0,0.905,0.095,18,0.506,0
"588",46,2,27,3,19,1801,11,3,1,0,0,0,0,1,107630,2238350,0,0.789056322691199,0.990319569247378,2,0.776,0.365,0.635,0.108,0,0.185,0.815,2,0.828,0
"589",48,2,27,3,2,2913,11,3,1,0,0,0,0,0,107630,2238350,0,0.926716009269023,0.990319569247378,2,0.776,0.804,0.196,0,0,0.143,0.857,2,0.828,0
"590",168,3,27,21,3,1395,16,21,1,0,0,0,1,0,103165,2238350,0,1.03318078067266,1.03318078067266,3,1,0.333,0.666,0.03,0,0.846,0.154,3,1,0
"591",232,4,27,11,20,19842,7,11,1,0,0,0,0,1,102904,2238350,0,0.587187823240555,1.03580128311917,4,0.237,0.437,0.564,0.113,0,0.308,0.692,4,0.21,0
"592",237,4,27,11,4,4328,7,11,1,0,0,0,0,0,102904,2238350,0,0.975197350736011,1.03580128311917,4,0.237,1,0,0,0,0.65,0.35,4,0.21,0
"593",251,4,27,11,21,4098,7,11,1,0,0,0,0,1,102904,2238350,0,0.569019134407589,1.03580128311917,4,0.237,0.641,0.359,0.062,0,0.643,0.357,4,0.21,0
"594",292,4,27,12,5,780,5,12,1,0,0,0,0,0,103371,2238350,0,0.655854091473531,1.03112183531257,4,0.133,0.824,0.176,0.027,0,0.85,0.15,4,0.212,0
"595",512,5,27,18,6,2422,12,18,1,0,0,0,0,1,118996,2238350,0,0.559150663544106,0.895728387828963,6,0.624,0.44,0.56,0.03,0,0.07,0.93,6,0.639,0
"596",609,6,27,14,7,3961,14,14,0,1,1,0,0,0,101789,2238350,0,0.854804160923991,1.04714748389409,7,0.816,0.167,0.833,0.106,0,0.1,0.9,7,0.814,0
"597",668,7,27,9,8,2839,16,9,1,0,0,0,1,0,98044,2238350,0,3.59608958293169,1.08714551872726,12,0.303,0.5,0.5,0.111,0,0.833,0.167,12,0.382,0
"598",684,8,27,5,9,2165,8,5,1,0,0,0,0,0,107851,2238350,0,0.594982250345224,0.9882902823163,9,0.602,0.298,0.702,0.067,0,0.594,0.406,9,0.691,0
