"seccion","munn","edon","disloc2018","disloc2015","pobtot","esc1","esc3","SQ","dsi_pob"
859,28,24,7,7,1425,10,9,7,0.451239380428995
860,28,24,2,7,1239,10,10,7,0.451239380428995
861,28,24,2,7,805,10,10,7,0.451239380428995
862,28,24,2,7,925,10,10,7,0.451239380428995
863,28,24,2,6,1923,11,10,9,0.631778815944048
864,28,24,2,6,532,10,10,7,0.451239380428995
865,28,24,2,7,1353,10,10,7,0.451239380428995
866,28,24,7,7,1734,10,9,7,0.451239380428995
867,28,24,7,7,1612,10,9,7,0.451239380428995
868,28,24,7,7,1659,10,9,7,0.451239380428995
869,28,24,2,7,1149,10,10,7,0.451239380428995
870,28,24,2,7,1847,10,10,7,0.451239380428995
871,28,24,2,7,1394,10,10,7,0.451239380428995
872,28,24,2,7,990,10,10,7,0.451239380428995
873,28,24,2,6,319,10,10,7,0.451239380428995
874,28,24,2,6,628,10,10,7,0.451239380428995
875,28,24,2,6,858,10,10,7,0.451239380428995
876,28,24,2,6,1012,10,10,7,0.451239380428995
877,28,24,2,6,1648,11,10,9,0.631778815944048
878,28,24,2,6,1100,10,10,7,0.451239380428995
879,28,24,2,6,1228,10,10,7,0.451239380428995
880,28,24,2,6,641,10,10,7,0.451239380428995
881,28,24,2,7,536,10,10,7,0.451239380428995
882,28,24,2,7,541,10,10,7,0.451239380428995
883,28,24,7,7,1068,10,9,7,0.451239380428995
884,28,24,7,7,1708,10,9,7,0.451239380428995
885,28,24,7,7,2417,12,9,7,0.249361955099405
886,28,24,7,7,1411,12,9,7,0.249361955099405
887,28,24,7,7,928,10,9,7,0.451239380428995
888,28,24,7,7,1259,10,9,7,0.451239380428995
889,28,24,7,7,945,10,9,7,0.451239380428995
890,28,24,7,7,1345,10,9,7,0.451239380428995
891,28,24,7,7,766,10,9,7,0.451239380428995
892,28,24,2,7,258,10,10,7,0.451239380428995
893,28,24,2,7,310,10,10,7,0.451239380428995
894,28,24,2,6,123,10,10,7,0.451239380428995
895,28,24,2,6,567,10,10,7,0.451239380428995
896,28,24,2,6,941,10,10,7,0.451239380428995
897,28,24,2,6,968,15,10,5,0.0575130366725619
898,28,24,2,6,1344,15,10,5,0.0575130366725619
899,28,24,2,6,630,10,10,7,0.451239380428995
900,28,24,2,6,635,10,10,7,0.451239380428995
901,28,24,2,6,1190,10,10,7,0.451239380428995
902,28,24,2,6,573,10,10,7,0.451239380428995
903,28,24,2,7,596,10,10,7,0.451239380428995
904,28,24,7,7,830,10,9,7,0.451239380428995
905,28,24,7,7,608,10,9,7,0.451239380428995
906,28,24,7,7,1453,10,9,7,0.451239380428995
907,28,24,7,7,1778,10,9,7,0.451239380428995
908,28,24,7,7,855,10,9,7,0.451239380428995
909,28,24,7,7,615,10,9,7,0.451239380428995
910,28,24,7,7,1450,10,9,7,0.451239380428995
911,28,24,7,7,782,10,9,7,0.451239380428995
912,28,24,7,7,909,12,9,7,0.249361955099405
913,28,24,7,7,1673,12,9,7,0.249361955099405
914,28,24,7,7,1505,12,9,7,0.249361955099405
