"seccion","munn","edon","disloc2017","disloc2013","pobtot","esc1","esc3","SQ","dsi_pob"
296,1,25,3,3,445,19,3,4,0.402935226076802
297,1,25,3,3,1190,19,3,4,0.402935226076802
298,1,25,3,3,1410,19,3,4,0.402935226076802
299,1,25,3,3,1010,19,3,4,0.402935226076802
300,1,25,3,3,515,19,3,4,0.402935226076802
301,1,25,7,3,715,22,7,3,0.237898829483039
302,1,25,3,3,663,19,3,4,0.402935226076802
303,1,25,7,3,586,22,7,3,0.237898829483039
304,1,25,7,3,1324,22,7,3,0.237898829483039
305,1,25,7,3,920,22,7,3,0.237898829483039
306,1,25,7,3,1269,22,7,3,0.237898829483039
307,1,25,7,3,300,22,7,3,0.237898829483039
308,1,25,7,3,551,22,7,3,0.237898829483039
309,1,25,7,3,328,22,7,3,0.237898829483039
310,1,25,7,3,115,22,7,3,0.237898829483039
311,1,25,7,3,712,22,7,3,0.237898829483039
312,1,25,7,3,1725,22,7,3,0.237898829483039
313,1,25,7,3,1485,22,7,3,0.237898829483039
314,1,25,7,3,509,22,7,3,0.237898829483039
315,1,25,7,3,1141,22,7,3,0.237898829483039
316,1,25,7,3,933,22,7,3,0.237898829483039
317,1,25,7,3,416,22,7,3,0.237898829483039
318,1,25,7,3,883,22,7,3,0.237898829483039
319,1,25,7,3,672,22,7,3,0.237898829483039
320,1,25,7,3,408,22,7,3,0.237898829483039
321,1,25,7,3,1008,22,7,3,0.237898829483039
322,1,25,7,3,550,22,7,3,0.237898829483039
323,1,25,7,3,1263,22,7,3,0.237898829483039
324,1,25,7,3,858,22,7,3,0.237898829483039
325,1,25,7,3,568,22,7,3,0.237898829483039
326,1,25,7,3,1060,22,7,3,0.237898829483039
327,1,25,7,3,988,22,7,3,0.237898829483039
328,1,25,7,3,1166,22,7,3,0.237898829483039
329,1,25,7,3,1,22,7,3,0.237898829483039
330,1,25,7,3,686,22,7,3,0.237898829483039
331,1,25,7,3,554,22,7,3,0.237898829483039
332,1,25,7,3,454,22,7,3,0.237898829483039
333,1,25,7,3,457,22,7,3,0.237898829483039
334,1,25,7,3,1165,22,7,3,0.237898829483039
335,1,25,7,3,1493,22,7,3,0.237898829483039
336,1,25,7,3,575,22,7,3,0.237898829483039
337,1,25,7,3,821,22,7,3,0.237898829483039
338,1,25,7,3,248,22,7,3,0.237898829483039
339,1,25,7,3,676,22,7,3,0.237898829483039
340,1,25,7,3,413,22,7,3,0.237898829483039
341,1,25,7,3,398,22,7,3,0.237898829483039
342,1,25,7,3,653,22,7,3,0.237898829483039
343,1,25,7,3,742,22,7,3,0.237898829483039
344,1,25,7,3,710,22,7,3,0.237898829483039
345,1,25,3,3,866,19,3,4,0.402935226076802
346,1,25,3,3,974,19,3,4,0.402935226076802
347,1,25,3,3,530,19,3,4,0.402935226076802
348,1,25,9,3,390,24,9,3,0.376307419414031
349,1,25,9,3,1122,24,9,3,0.376307419414031
350,1,25,7,3,592,22,7,3,0.237898829483039
351,1,25,9,3,806,24,9,3,0.376307419414031
352,1,25,9,3,705,24,9,3,0.376307419414031
353,1,25,9,3,1192,21,9,6,0.212660697788868
354,1,25,9,3,1013,21,9,6,0.212660697788868
355,1,25,7,3,1253,22,7,3,0.237898829483039
356,1,25,7,3,826,21,7,6,0.212660697788868
357,1,25,7,3,319,22,7,3,0.237898829483039
358,1,25,7,3,1087,22,7,3,0.237898829483039
359,1,25,7,3,794,22,7,3,0.237898829483039
360,1,25,7,3,1197,22,7,3,0.237898829483039
361,1,25,7,3,1465,22,7,3,0.237898829483039
