"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1","dsiSQ_E3"
1231,35,5,"coa",2,6,5,5,"Torreón",9,8,9,662,968,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1232,35,5,"coa",2,6,5,5,"Torreón",9,8,9,544,969,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1233,35,5,"coa",2,6,5,5,"Torreón",9,8,9,580,970,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1234,35,5,"coa",2,6,5,5,"Torreón",8,8,9,432,971,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1235,35,5,"coa",2,6,5,5,"Torreón",8,8,9,725,972,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1236,35,5,"coa",2,6,5,5,"Torreón",8,8,9,376,973,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1237,35,5,"coa",2,6,6,5,"Torreón",8,8,9,714,974,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1238,35,5,"coa",2,6,6,5,"Torreón",8,8,9,668,975,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1239,35,5,"coa",2,6,6,5,"Torreón",8,8,9,414,976,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1240,35,5,"coa",2,6,5,5,"Torreón",8,8,9,488,977,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1241,35,5,"coa",2,6,5,5,"Torreón",8,8,9,419,978,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1242,35,5,"coa",2,6,5,5,"Torreón",8,8,9,476,979,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1243,35,5,"coa",2,6,5,5,"Torreón",8,8,9,726,980,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1244,35,5,"coa",2,6,5,5,"Torreón",8,8,9,657,981,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1245,35,5,"coa",2,6,5,5,"Torreón",8,8,9,443,982,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1246,35,5,"coa",2,6,5,5,"Torreón",9,8,9,704,983,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1247,35,5,"coa",2,6,5,5,"Torreón",9,8,9,564,984,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1248,35,5,"coa",2,6,5,5,"Torreón",9,8,9,638,985,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1249,35,5,"coa",2,6,5,5,"Torreón",9,8,9,414,986,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1250,35,5,"coa",2,6,5,5,"Torreón",9,8,9,443,987,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1251,35,5,"coa",2,6,5,5,"Torreón",9,8,9,636,988,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1252,35,5,"coa",2,6,5,5,"Torreón",9,8,9,433,989,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1253,35,5,"coa",2,6,5,5,"Torreón",9,8,9,495,990,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1254,35,5,"coa",2,6,5,5,"Torreón",9,8,9,581,991,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1255,35,5,"coa",2,6,5,5,"Torreón",8,8,9,399,992,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1256,35,5,"coa",2,6,5,5,"Torreón",8,8,9,748,993,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1257,35,5,"coa",2,6,5,5,"Torreón",8,8,9,679,994,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1258,35,5,"coa",2,6,5,5,"Torreón",8,8,9,735,995,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1259,35,5,"coa",2,6,5,5,"Torreón",8,8,9,648,996,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1260,35,5,"coa",2,6,5,5,"Torreón",8,8,9,207,997,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1261,35,5,"coa",2,6,5,5,"Torreón",8,8,9,525,998,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1262,35,5,"coa",2,6,5,5,"Torreón",8,8,9,409,999,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1263,35,5,"coa",2,6,5,5,"Torreón",8,8,9,399,1000,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1264,35,5,"coa",2,6,5,5,"Torreón",8,8,9,656,1001,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1265,35,5,"coa",2,6,5,5,"Torreón",8,8,9,389,1002,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1266,35,5,"coa",2,6,5,5,"Torreón",8,8,9,559,1003,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1267,35,5,"coa",2,6,5,5,"Torreón",8,8,9,640,1004,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1268,35,5,"coa",2,6,5,5,"Torreón",8,8,9,649,1005,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1269,35,5,"coa",2,6,5,5,"Torreón",8,8,9,464,1006,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1270,35,5,"coa",2,6,5,5,"Torreón",8,8,9,429,1007,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1271,35,5,"coa",2,6,5,5,"Torreón",8,8,9,676,1008,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1272,35,5,"coa",2,6,5,5,"Torreón",8,8,9,529,1009,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1273,35,5,"coa",2,6,5,5,"Torreón",8,8,9,493,1010,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1274,35,5,"coa",2,6,5,5,"Torreón",8,8,9,498,1011,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1275,35,5,"coa",2,6,5,5,"Torreón",8,8,9,575,1012,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1276,35,5,"coa",2,6,5,5,"Torreón",8,8,9,745,1013,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1277,35,5,"coa",2,6,5,5,"Torreón",8,8,9,750,1014,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1278,35,5,"coa",2,6,5,5,"Torreón",8,8,9,493,1015,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1279,35,5,"coa",2,6,5,5,"Torreón",8,8,9,382,1016,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1280,35,5,"coa",2,6,5,5,"Torreón",8,8,9,588,1017,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1281,35,5,"coa",2,6,5,5,"Torreón",8,8,9,526,1018,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1282,35,5,"coa",2,6,5,5,"Torreón",8,8,9,640,1019,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1283,35,5,"coa",2,6,5,5,"Torreón",8,8,9,565,1020,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1284,35,5,"coa",2,6,5,5,"Torreón",8,8,9,661,1021,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1285,35,5,"coa",2,6,5,5,"Torreón",10,8,9,494,1022,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1286,35,5,"coa",2,6,5,5,"Torreón",10,8,9,619,1023,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1287,35,5,"coa",2,6,5,5,"Torreón",10,8,9,506,1024,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1288,35,5,"coa",2,6,5,5,"Torreón",10,8,9,318,1025,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1289,35,5,"coa",2,6,5,5,"Torreón",10,8,9,602,1026,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1290,35,5,"coa",2,6,5,5,"Torreón",10,8,9,561,1027,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1291,35,5,"coa",2,6,5,5,"Torreón",10,8,9,488,1028,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1292,35,5,"coa",2,6,5,5,"Torreón",10,8,9,736,1029,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1293,35,5,"coa",2,6,5,5,"Torreón",10,8,9,588,1030,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1294,35,5,"coa",2,6,5,5,"Torreón",10,8,9,456,1031,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1295,35,5,"coa",2,6,5,5,"Torreón",10,8,9,682,1032,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1296,35,5,"coa",2,6,5,5,"Torreón",10,8,9,410,1033,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1297,35,5,"coa",2,6,5,5,"Torreón",10,8,9,592,1034,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1298,35,5,"coa",2,6,5,5,"Torreón",10,8,9,448,1035,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1299,35,5,"coa",2,6,5,5,"Torreón",10,8,9,390,1036,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1300,35,5,"coa",2,6,5,5,"Torreón",8,8,9,477,1037,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1301,35,5,"coa",2,6,5,5,"Torreón",8,8,9,399,1038,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1302,35,5,"coa",2,6,5,5,"Torreón",8,8,9,414,1039,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1303,35,5,"coa",2,6,5,5,"Torreón",8,8,9,591,1040,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1304,35,5,"coa",2,6,5,5,"Torreón",8,8,9,590,1041,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1305,35,5,"coa",2,6,5,5,"Torreón",8,8,9,436,1042,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1306,35,5,"coa",2,6,5,5,"Torreón",8,8,9,429,1043,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1307,35,5,"coa",2,6,5,5,"Torreón",10,8,9,413,1044,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1308,35,5,"coa",2,6,5,5,"Torreón",10,8,9,711,1045,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1309,35,5,"coa",2,6,5,5,"Torreón",10,8,9,625,1046,5,35,11,11,10,9,"torreón",10,10,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.65,0.65
1310,35,5,"coa",6,5,6,6,"Torreón",12,9,8,691,744,5,35,12,12,7,8,"torreón",9,9,6,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283,0.283
1311,35,5,"coa",6,5,6,6,"Torreón",12,9,8,601,745,5,35,12,12,7,8,"torreón",9,9,6,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.283,0.283
