"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1","dsiSQ_E3"
554,24,5,"coa",5,4,5,7,"Parras",6,5,12,522,1138,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
555,24,5,"coa",5,4,5,7,"Parras",6,5,12,713,1139,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
556,24,5,"coa",5,4,5,7,"Parras",6,5,12,399,1140,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
557,24,5,"coa",5,4,5,7,"Parras",6,5,12,594,1141,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
558,24,5,"coa",5,4,5,7,"Parras",6,5,12,689,1142,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
559,24,5,"coa",5,4,5,7,"Parras",6,5,12,485,1143,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
560,24,5,"coa",5,4,5,7,"Parras",6,5,12,325,1144,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
561,24,5,"coa",5,4,5,7,"Parras",6,5,12,116,1145,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
562,24,5,"coa",5,4,5,7,"Parras",6,5,12,254,1146,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
563,24,5,"coa",5,4,5,7,"Parras",6,5,12,268,1147,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
564,24,5,"coa",5,4,5,7,"Parras",6,5,12,278,1148,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
565,24,5,"coa",5,4,5,7,"Parras",6,5,12,589,1149,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
566,24,5,"coa",5,4,5,7,"Parras",6,5,12,400,1150,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
567,24,5,"coa",5,4,5,7,"Parras",6,5,12,535,1151,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
568,24,5,"coa",5,4,5,7,"Parras",6,5,12,309,1152,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
569,24,5,"coa",5,4,5,7,"Parras",6,5,12,720,1153,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
570,24,5,"coa",5,4,5,7,"Parras",6,5,12,275,1154,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
571,24,5,"coa",5,4,5,7,"Parras",6,5,12,448,1155,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
573,24,5,"coa",5,4,5,7,"Parras",6,5,12,549,1156,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
574,24,5,"coa",5,4,5,7,"Parras",6,5,12,295,1157,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
575,24,5,"coa",5,4,5,7,"Parras",6,5,12,403,1158,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
576,24,5,"coa",5,4,5,7,"Parras",6,5,12,94,1159,5,24,7,7,11,12,"ramos arizpe",12,12,9,12,12,12,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.81,1
577,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,671,1602,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
578,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,614,1603,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
579,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,388,1604,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
580,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,663,1605,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
581,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,701,1606,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
582,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,538,1607,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
583,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,388,1608,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
584,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,594,1609,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
585,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,617,1610,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
586,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,662,1611,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
587,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,738,1612,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
588,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,688,1613,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
589,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,534,1614,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
590,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,522,1615,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
591,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,471,1616,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
592,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,609,1617,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
593,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,518,1618,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
594,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,527,1619,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
595,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,570,1620,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
596,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,395,1621,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
597,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,498,1622,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
598,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,421,1623,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
599,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,618,1624,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
600,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,388,1625,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
601,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,527,1626,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
602,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,548,1627,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
603,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,400,1628,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
604,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,478,1629,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
605,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,672,1630,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
606,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,586,1631,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
607,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,729,1632,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
608,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,421,1633,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
609,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,484,1634,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
610,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,605,1635,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
612,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,659,1636,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
613,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,591,1637,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
614,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,663,1638,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
615,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,451,1639,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
616,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,701,1640,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
617,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,540,1641,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
618,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,624,1642,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
619,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,459,1643,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
620,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,698,1644,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
621,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,561,1645,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
622,25,5,"coa",4,1,1,1,"Piedras Negras",17,16,2,623,1646,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
623,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,669,1647,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
624,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,665,1648,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
625,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,461,1649,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
626,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,541,1650,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
627,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,538,1651,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
628,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,736,1652,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
629,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,656,1653,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
630,25,5,"coa",4,1,1,1,"Piedras Negras",17,16,2,659,1654,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
631,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,727,1655,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
632,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,505,1656,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
633,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,695,1657,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
634,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,719,1658,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
635,25,5,"coa",4,1,1,1,"Piedras Negras",20,16,2,571,1659,5,25,8,8,16,2,"piedras negras",6,6,3,6,6,6,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.784
