"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
2064,48,19,"nl",11,1,1,1,"santa catarina",19,19,2021,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2065,48,19,"nl",11,1,1,1,"santa catarina",19,19,2022,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2066,48,19,"nl",11,1,1,1,"santa catarina",19,19,2023,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2067,48,19,"nl",11,1,1,1,"santa catarina",19,19,2024,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2068,48,19,"nl",11,1,1,1,"santa catarina",19,19,2025,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2069,48,19,"nl",11,1,1,1,"santa catarina",19,19,2026,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2070,48,19,"nl",11,1,1,1,"santa catarina",19,19,2027,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2071,48,19,"nl",11,1,1,1,"santa catarina",19,19,2028,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2072,48,19,"nl",11,1,1,1,"santa catarina",19,19,2029,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2073,48,19,"nl",11,1,1,1,"santa catarina",19,19,2030,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2074,48,19,"nl",11,1,1,1,"santa catarina",19,19,2031,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2075,48,19,"nl",11,1,1,1,"santa catarina",19,19,2032,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2076,48,19,"nl",11,1,1,1,"santa catarina",19,19,2033,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2077,48,19,"nl",11,1,1,1,"santa catarina",19,19,2034,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2078,48,19,"nl",11,1,1,1,"santa catarina",19,19,2035,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2079,48,19,"nl",11,1,1,1,"santa catarina",19,19,2036,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2080,48,19,"nl",11,1,1,1,"santa catarina",19,19,2037,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2081,48,19,"nl",11,1,1,1,"santa catarina",19,18,2038,19,48,23,25,25,25,25,25,25,25,23,25,25,25,26,16,25,0,0,0,0,0,1,1,1,1,0,0,1,18,0.875
2082,48,19,"nl",11,1,1,1,"santa catarina",19,18,2039,19,48,23,25,25,25,25,25,25,25,23,25,25,25,26,16,25,0,0,0,0,0,1,1,1,1,0,0,1,18,0.875
2083,48,19,"nl",11,1,1,1,"santa catarina",19,18,2040,19,48,23,25,25,25,25,25,25,25,23,25,25,25,26,16,25,0,0,0,0,0,1,1,1,1,0,0,1,18,0.875
2084,48,19,"nl",11,1,1,1,"santa catarina",19,19,2041,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2085,48,19,"nl",11,1,1,1,"santa catarina",19,19,2042,19,48,24,26,26,26,26,26,26,26,24,26,26,26,25,16,26,0,0,0,0,0,1,1,1,1,0,0,1,19,0.847
2086,49,19,"nl",11,9,9,9,"santiago",23,26,2043,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2087,49,19,"nl",11,9,9,9,"santiago",23,26,2044,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2088,49,19,"nl",11,9,9,9,"santiago",23,26,2045,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2089,49,19,"nl",11,9,9,9,"santiago",23,26,2046,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2090,49,19,"nl",11,9,9,9,"santiago",23,26,2047,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2091,49,19,"nl",11,9,9,9,"santiago",23,26,2048,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2092,49,19,"nl",11,9,9,9,"santiago",23,26,2049,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2093,49,19,"nl",11,9,9,9,"santiago",23,26,2050,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2094,49,19,"nl",11,9,9,9,"santiago",23,26,2051,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2095,49,19,"nl",11,9,9,9,"santiago",23,26,2052,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2096,49,19,"nl",11,9,9,9,"santiago",23,26,2053,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2097,49,19,"nl",11,9,9,9,"santiago",23,26,2054,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2098,49,19,"nl",11,9,9,9,"santiago",23,26,2055,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2099,49,19,"nl",11,9,9,9,"santiago",23,26,2056,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2100,49,19,"nl",11,9,9,9,"santiago",23,26,2057,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2101,49,19,"nl",11,9,9,9,"santiago",23,26,2058,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2102,49,19,"nl",11,9,9,9,"santiago",23,26,2059,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2103,49,19,"nl",11,9,9,9,"santiago",23,26,2060,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2104,49,19,"nl",11,9,9,9,"santiago",23,26,2061,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2105,49,19,"nl",11,9,9,9,"santiago",23,26,2062,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2106,49,19,"nl",11,9,9,9,"santiago",23,26,2063,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2107,49,19,"nl",11,9,9,9,"santiago",23,26,2064,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2108,49,19,"nl",11,9,9,9,"santiago",23,26,2065,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2109,49,19,"nl",11,9,9,9,"santiago",23,26,2066,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2110,49,19,"nl",11,9,9,9,"santiago",23,26,2067,19,49,2,4,4,6,4,6,6,3,2,4,4,4,6,4,4,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431
2111,50,19,"nl",6,2,12,7,"vallecillo",21,21,2068,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2112,50,19,"nl",6,2,12,7,"vallecillo",21,21,2069,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2113,50,19,"nl",6,2,12,7,"vallecillo",21,21,2070,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2114,50,19,"nl",6,2,12,7,"vallecillo",21,21,2071,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2115,50,19,"nl",6,2,12,7,"vallecillo",21,21,2072,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2116,50,19,"nl",6,2,12,7,"vallecillo",21,21,2073,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2117,50,19,"nl",6,2,12,7,"vallecillo",21,21,2074,19,50,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2118,51,19,"nl",6,2,12,7,"villaldama",21,21,2075,19,51,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2119,51,19,"nl",6,2,12,7,"villaldama",21,21,2076,19,51,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2120,51,19,"nl",6,2,12,7,"villaldama",21,21,2077,19,51,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2121,51,19,"nl",6,2,12,7,"villaldama",21,21,2078,19,51,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2122,51,19,"nl",6,2,12,7,"villaldama",21,21,2079,19,51,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2123,51,19,"nl",6,2,12,7,"villaldama",21,21,2080,19,51,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432
2124,40,19,"nl",0,3,5,5,"monterrey",1,1,2081,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2125,40,19,"nl",0,3,5,5,"monterrey",1,1,2082,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2126,40,19,"nl",0,3,5,5,"monterrey",1,1,2083,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2127,40,19,"nl",0,3,5,5,"monterrey",1,1,2084,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2128,40,19,"nl",0,3,5,5,"monterrey",1,1,2085,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2129,40,19,"nl",0,3,5,5,"monterrey",1,1,2086,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2130,40,19,"nl",0,3,5,5,"monterrey",1,1,2087,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2131,40,19,"nl",0,3,5,5,"monterrey",1,1,2088,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2132,40,19,"nl",0,3,5,5,"monterrey",1,1,2089,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2133,40,19,"nl",0,3,5,5,"monterrey",1,1,2090,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2134,40,19,"nl",0,3,5,5,"monterrey",1,1,2091,19,40,16,16,16,21,16,21,21,21,16,16,16,16,17,18,16,0,1,0,0,0,1,1,1,1,0,0,1,1,0.442
2135,40,19,"nl",0,3,6,6,"monterrey",1,3,2092,19,40,21,21,21,20,21,20,20,20,21,21,21,21,24,23,21,0,1,0,0,0,1,1,1,1,0,0,1,1,0.351
2136,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2093,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2137,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2094,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2138,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2095,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2139,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2096,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2140,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2097,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2141,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2098,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2142,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2099,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2143,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2100,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2144,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2101,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2145,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2102,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2146,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2103,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2147,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2104,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2148,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2105,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2149,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2106,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2150,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2107,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2151,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2108,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2152,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2109,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2153,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2110,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2154,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2111,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2155,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2112,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2156,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2113,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2157,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2114,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2158,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2115,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2159,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2116,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2160,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2117,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2161,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2118,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2162,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2119,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2163,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2120,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2164,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2121,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2165,21,19,"nl",6,3,3,3,"gral escobedo",17,25,2122,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585
2166,6,19,"nl",6,2,2,2,"apodaca",16,5,2123,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2167,6,19,"nl",6,2,2,2,"apodaca",16,5,2124,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2168,6,19,"nl",6,2,2,2,"apodaca",16,5,2125,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2169,6,19,"nl",6,2,2,2,"apodaca",16,5,2126,19,6,10,12,12,11,12,11,11,11,10,12,12,12,11,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2170,6,19,"nl",6,2,2,2,"apodaca",16,16,2127,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2171,6,19,"nl",6,2,2,2,"apodaca",16,16,2128,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2172,6,19,"nl",6,2,2,2,"apodaca",16,16,2129,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2173,6,19,"nl",6,2,2,2,"apodaca",16,16,2130,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2174,6,19,"nl",6,2,2,2,"apodaca",16,16,2131,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2175,6,19,"nl",6,2,2,2,"apodaca",16,16,2132,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2176,6,19,"nl",6,2,2,2,"apodaca",16,16,2133,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2177,6,19,"nl",6,2,2,2,"apodaca",16,16,2134,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2178,6,19,"nl",6,2,2,2,"apodaca",16,16,2135,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2179,6,19,"nl",6,2,2,2,"apodaca",16,16,2136,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2180,6,19,"nl",6,2,2,2,"apodaca",16,16,2137,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2181,6,19,"nl",6,2,2,2,"apodaca",16,16,2138,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2182,6,19,"nl",6,2,2,2,"apodaca",16,16,2139,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2183,6,19,"nl",6,2,2,2,"apodaca",16,16,2140,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2184,6,19,"nl",6,2,2,2,"apodaca",16,16,2141,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2185,6,19,"nl",6,2,2,2,"apodaca",16,16,2142,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2186,6,19,"nl",6,2,2,2,"apodaca",16,16,2143,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2187,6,19,"nl",6,2,2,2,"apodaca",16,16,2144,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2188,6,19,"nl",6,2,2,2,"apodaca",16,16,2145,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2189,6,19,"nl",6,2,2,2,"apodaca",16,16,2146,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2190,6,19,"nl",6,2,2,2,"apodaca",16,16,2147,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2191,6,19,"nl",6,2,2,2,"apodaca",16,16,2148,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2192,6,19,"nl",6,2,2,2,"apodaca",16,16,2149,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2193,6,19,"nl",6,2,2,2,"apodaca",16,16,2150,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2194,6,19,"nl",6,2,2,2,"apodaca",16,16,2151,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2195,6,19,"nl",6,2,2,2,"apodaca",16,16,2152,19,6,9,11,11,12,11,12,12,12,9,11,11,11,12,12,11,0,0,0,0,0,1,1,1,1,0,0,1,16,0.26
2196,6,19,"nl",6,2,2,2,"apodaca",16,5,2153,19,6,10,12,12,11,12,11,11,11,10,12,12,12,13,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2197,6,19,"nl",6,2,2,2,"apodaca",16,5,2154,19,6,10,12,12,11,12,11,11,11,10,12,12,12,13,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2198,6,19,"nl",6,2,2,2,"apodaca",16,5,2155,19,6,10,12,12,11,12,11,11,11,10,12,12,12,13,11,12,0,0,0,0,0,1,1,1,1,0,0,1,16,0.42
2199,6,19,"nl",6,2,2,2,"apodaca",16,7,2156,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
2200,6,19,"nl",6,2,2,2,"apodaca",16,7,2157,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
2201,6,19,"nl",6,2,2,2,"apodaca",16,7,2158,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
2202,6,19,"nl",6,2,2,2,"apodaca",16,7,2159,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
2203,6,19,"nl",6,2,2,2,"apodaca",16,7,2160,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
2204,6,19,"nl",6,2,2,2,"apodaca",16,7,2161,19,6,11,13,13,13,13,13,13,13,11,13,13,13,13,13,13,0,0,0,0,0,1,1,1,1,1,1,1,16,0.319
