"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1"
620,26,19,"nl",9,8,8,8,"guadalupe",14,14,591,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
621,26,19,"nl",9,8,8,8,"guadalupe",14,14,592,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
622,26,19,"nl",9,8,8,8,"guadalupe",14,14,593,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
623,26,19,"nl",9,8,8,8,"guadalupe",14,15,594,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
624,26,19,"nl",9,8,8,8,"guadalupe",14,15,595,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
625,26,19,"nl",9,8,8,8,"guadalupe",14,15,596,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
626,26,19,"nl",9,8,8,8,"guadalupe",14,15,597,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
627,26,19,"nl",9,8,8,8,"guadalupe",14,15,598,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
628,26,19,"nl",9,8,8,8,"guadalupe",14,15,599,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
629,26,19,"nl",9,8,8,11,"guadalupe",15,15,600,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
630,26,19,"nl",9,8,8,11,"guadalupe",15,15,601,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
631,26,19,"nl",9,8,8,11,"guadalupe",15,15,602,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
632,26,19,"nl",9,8,8,11,"guadalupe",15,15,603,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
633,26,19,"nl",9,8,8,11,"guadalupe",15,15,604,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
634,26,19,"nl",9,8,8,11,"guadalupe",15,15,605,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
635,26,19,"nl",9,8,8,11,"guadalupe",15,15,606,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
636,26,19,"nl",9,8,8,11,"guadalupe",15,15,607,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
637,26,19,"nl",9,8,8,11,"guadalupe",15,15,608,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
638,26,19,"nl",9,8,8,11,"guadalupe",15,15,609,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
639,26,19,"nl",9,8,8,8,"guadalupe",14,15,610,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
640,26,19,"nl",9,8,8,8,"guadalupe",14,15,611,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
641,26,19,"nl",9,8,8,8,"guadalupe",14,15,612,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
642,26,19,"nl",9,8,8,8,"guadalupe",14,15,613,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
643,26,19,"nl",9,8,8,8,"guadalupe",14,15,614,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
644,26,19,"nl",9,8,8,8,"guadalupe",14,14,615,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
645,26,19,"nl",9,8,8,8,"guadalupe",14,14,616,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
646,26,19,"nl",9,8,8,8,"guadalupe",14,14,617,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
647,26,19,"nl",9,8,8,8,"guadalupe",14,14,618,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
649,26,19,"nl",9,8,8,8,"guadalupe",14,14,619,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
650,26,19,"nl",9,8,8,8,"guadalupe",14,14,620,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
651,26,19,"nl",9,8,8,8,"guadalupe",14,14,621,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
652,26,19,"nl",9,8,8,8,"guadalupe",14,15,622,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
653,26,19,"nl",9,8,8,8,"guadalupe",14,15,623,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
654,26,19,"nl",9,8,8,11,"guadalupe",14,15,624,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
655,26,19,"nl",9,8,8,11,"guadalupe",14,15,625,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
656,26,19,"nl",9,8,8,11,"guadalupe",15,15,626,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
657,26,19,"nl",9,8,8,11,"guadalupe",15,15,627,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
658,26,19,"nl",9,8,8,11,"guadalupe",15,15,628,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
659,26,19,"nl",9,8,8,11,"guadalupe",15,15,629,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
660,26,19,"nl",9,8,8,11,"guadalupe",15,15,630,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
661,26,19,"nl",9,8,8,11,"guadalupe",15,15,631,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
662,26,19,"nl",9,8,8,11,"guadalupe",15,15,632,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
663,26,19,"nl",9,8,8,11,"guadalupe",15,15,633,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
664,26,19,"nl",9,8,8,11,"guadalupe",15,15,634,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
665,26,19,"nl",9,8,8,11,"guadalupe",15,15,635,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
666,26,19,"nl",9,8,8,11,"guadalupe",14,15,636,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
667,26,19,"nl",9,8,8,11,"guadalupe",14,15,637,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
668,26,19,"nl",9,8,8,8,"guadalupe",14,15,638,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
669,26,19,"nl",9,8,8,8,"guadalupe",14,15,639,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
670,26,19,"nl",9,8,8,8,"guadalupe",14,15,640,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
671,26,19,"nl",9,8,8,8,"guadalupe",14,15,641,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
672,26,19,"nl",9,8,8,8,"guadalupe",14,15,642,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
673,26,19,"nl",9,8,8,8,"guadalupe",14,15,643,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
674,26,19,"nl",9,8,8,8,"guadalupe",14,15,644,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
675,26,19,"nl",9,8,8,8,"guadalupe",14,14,645,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,7,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
676,26,19,"nl",9,8,8,8,"guadalupe",14,15,646,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
677,26,19,"nl",9,8,8,8,"guadalupe",14,15,647,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
678,26,19,"nl",9,8,8,8,"guadalupe",14,15,648,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
679,26,19,"nl",9,8,8,8,"guadalupe",14,15,649,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,7,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
680,26,19,"nl",9,8,8,8,"guadalupe",14,15,650,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
681,26,19,"nl",9,8,8,8,"guadalupe",14,15,651,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
682,26,19,"nl",9,8,8,8,"guadalupe",14,15,652,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
683,26,19,"nl",9,8,8,8,"guadalupe",14,15,653,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
684,26,19,"nl",9,8,8,11,"guadalupe",14,15,654,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
685,26,19,"nl",9,8,8,11,"guadalupe",14,15,655,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
686,26,19,"nl",9,8,8,11,"guadalupe",14,15,656,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
687,26,19,"nl",9,8,8,11,"guadalupe",14,15,657,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
688,26,19,"nl",9,8,8,8,"guadalupe",14,15,658,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
689,26,19,"nl",9,8,8,8,"guadalupe",14,15,659,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
690,26,19,"nl",9,8,8,8,"guadalupe",14,15,660,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
691,26,19,"nl",9,8,8,8,"guadalupe",14,15,661,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
692,26,19,"nl",9,8,8,8,"guadalupe",14,15,662,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
693,26,19,"nl",9,8,8,8,"guadalupe",14,15,663,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
694,26,19,"nl",9,8,8,8,"guadalupe",14,14,664,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
695,26,19,"nl",9,8,11,11,"guadalupe",12,15,665,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
696,26,19,"nl",9,8,11,11,"guadalupe",12,15,666,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
697,26,19,"nl",9,8,11,8,"guadalupe",13,15,667,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
698,26,19,"nl",9,8,11,8,"guadalupe",13,14,668,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
699,26,19,"nl",9,8,11,8,"guadalupe",13,14,669,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
700,26,19,"nl",9,8,11,8,"guadalupe",13,14,670,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
701,26,19,"nl",9,8,11,8,"guadalupe",13,14,671,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
702,26,19,"nl",9,8,11,8,"guadalupe",13,14,672,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
703,26,19,"nl",9,8,11,8,"guadalupe",13,14,673,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
704,26,19,"nl",9,8,11,8,"guadalupe",13,14,674,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
705,26,19,"nl",9,8,11,8,"guadalupe",13,14,675,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
706,26,19,"nl",9,8,11,8,"guadalupe",13,14,676,19,26,8,10,10,9,10,9,9,9,8,10,10,10,9,6,10,0,0,0,0,0,1,1,1,1,0,0,1,14,0.457
707,26,19,"nl",9,11,11,8,"guadalupe",13,13,677,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
708,26,19,"nl",9,11,11,8,"guadalupe",13,13,678,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
709,26,19,"nl",9,11,11,8,"guadalupe",13,13,679,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
710,26,19,"nl",9,11,11,11,"guadalupe",13,13,680,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
711,26,19,"nl",9,11,11,11,"guadalupe",13,13,681,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
712,26,19,"nl",9,11,11,11,"guadalupe",13,13,682,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
713,26,19,"nl",9,11,11,11,"guadalupe",13,13,683,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
714,26,19,"nl",9,11,11,11,"guadalupe",13,13,684,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
715,26,19,"nl",9,11,11,11,"guadalupe",13,13,685,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
716,26,19,"nl",9,11,11,11,"guadalupe",13,13,686,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
717,26,19,"nl",9,11,11,11,"guadalupe",13,13,687,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
718,26,19,"nl",9,8,11,11,"guadalupe",13,13,688,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
719,26,19,"nl",9,8,11,11,"guadalupe",12,15,689,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,6,8,0,0,0,0,0,1,1,1,1,0,0,1,15,0.361
720,26,19,"nl",9,8,11,11,"guadalupe",12,15,690,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
721,26,19,"nl",9,11,11,11,"guadalupe",12,15,691,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
722,26,19,"nl",9,11,11,11,"guadalupe",12,15,692,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361
723,26,19,"nl",9,11,11,11,"guadalupe",12,12,693,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
724,26,19,"nl",9,11,11,11,"guadalupe",12,12,694,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
725,26,19,"nl",9,11,11,11,"guadalupe",12,12,695,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
726,26,19,"nl",9,11,11,11,"guadalupe",12,12,696,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
727,26,19,"nl",9,11,11,11,"guadalupe",12,12,697,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
728,26,19,"nl",9,11,11,11,"guadalupe",12,12,698,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
729,26,19,"nl",9,11,11,11,"guadalupe",12,12,699,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
730,26,19,"nl",9,11,11,11,"guadalupe",12,12,700,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,6,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
731,26,19,"nl",9,11,11,11,"guadalupe",13,13,701,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
732,26,19,"nl",9,11,11,11,"guadalupe",13,13,702,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
733,26,19,"nl",9,11,11,11,"guadalupe",13,13,703,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
734,26,19,"nl",9,11,11,11,"guadalupe",13,13,704,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
735,26,19,"nl",9,11,11,11,"guadalupe",13,13,705,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
736,26,19,"nl",9,11,11,11,"guadalupe",13,13,706,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
737,26,19,"nl",9,11,11,11,"guadalupe",13,13,707,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
738,26,19,"nl",9,11,11,11,"guadalupe",13,13,708,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
739,26,19,"nl",9,11,11,11,"guadalupe",13,13,709,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
740,26,19,"nl",9,11,11,11,"guadalupe",13,13,710,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
741,26,19,"nl",9,11,11,8,"guadalupe",13,13,711,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
742,26,19,"nl",9,11,11,8,"guadalupe",13,13,712,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
743,26,19,"nl",9,11,11,8,"guadalupe",13,13,713,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
744,26,19,"nl",9,11,11,11,"guadalupe",13,13,714,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
745,26,19,"nl",9,11,11,11,"guadalupe",13,13,715,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
746,26,19,"nl",9,11,11,11,"guadalupe",13,13,716,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,9,9,1,0,1,1,1,1,1,1,1,0,1,1,13,0.731
747,26,19,"nl",9,11,11,11,"guadalupe",13,13,717,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
748,26,19,"nl",9,11,11,11,"guadalupe",13,13,718,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
749,26,19,"nl",9,11,11,11,"guadalupe",13,13,719,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
750,26,19,"nl",9,11,11,11,"guadalupe",13,13,720,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
751,26,19,"nl",9,11,11,11,"guadalupe",13,13,721,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
752,26,19,"nl",9,11,11,11,"guadalupe",13,13,722,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
753,26,19,"nl",9,11,11,11,"guadalupe",13,13,723,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
754,26,19,"nl",9,11,11,11,"guadalupe",13,13,724,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
755,26,19,"nl",9,11,11,11,"guadalupe",13,13,725,19,26,7,9,9,7,9,7,7,7,7,9,9,9,8,6,9,1,0,1,1,1,1,1,1,1,0,0,1,13,0.731
756,26,19,"nl",9,11,11,11,"guadalupe",12,12,726,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,6,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
757,26,19,"nl",9,11,11,11,"guadalupe",12,12,727,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
758,26,19,"nl",9,11,11,11,"guadalupe",12,12,728,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
759,26,19,"nl",9,11,11,11,"guadalupe",12,12,729,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
760,26,19,"nl",9,11,11,11,"guadalupe",12,12,730,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
761,26,19,"nl",9,11,11,11,"guadalupe",12,12,731,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
762,26,19,"nl",9,11,11,11,"guadalupe",12,12,732,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
763,26,19,"nl",9,11,11,11,"guadalupe",12,12,733,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
764,26,19,"nl",9,11,11,11,"guadalupe",12,12,734,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505
