"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2015","disloc2018","X","edon.y","munn.y","escenario1","escenario2","escenario3","morena_clv1","pan_cnv1","pes_clv1","prd_clv1","pri_clv1","pvem_clv1","mc_clv2","pan_cnv2","pes_clv2","prd_cnv2","pri_clv2","pvem_clv2","esc1_morCLV1","esc1_panCNV1","esc1_pesCLV1","esc1_prdCLV1","esc1_priCLV1","esc1_pvemCLV1","esc2_mcCLV2","esc2_panCNV2","esc2_pesCLV2","esc2_prdCNV2","esc2_priCLV2","esc2_pvemCLV2","SQ","dsiSQ_E1","dsiSQ_E3","E1","dsiE1_E3"
449,21,19,"nl",6,3,3,3,"gral escobedo",17,17,424,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
450,21,19,"nl",6,3,3,3,"gral escobedo",17,17,425,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
451,21,19,"nl",6,3,3,3,"gral escobedo",17,17,426,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
452,21,19,"nl",6,3,3,3,"gral escobedo",17,25,427,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
453,21,19,"nl",6,3,3,3,"gral escobedo",17,25,428,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
454,21,19,"nl",6,3,3,3,"gral escobedo",17,25,429,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
455,21,19,"nl",6,3,3,3,"gral escobedo",17,25,430,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
456,21,19,"nl",6,3,3,3,"gral escobedo",17,25,431,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
457,21,19,"nl",6,3,3,3,"gral escobedo",17,25,432,19,21,13,15,15,14,15,14,14,14,13,15,14,15,15,14,15,0,0,0,0,0,1,1,0,1,1,0,1,17,0.585,0.585,13,1
458,21,19,"nl",6,3,3,3,"gral escobedo",17,25,433,19,21,13,15,15,14,15,14,14,14,13,15,15,15,15,14,15,0,0,0,0,0,1,1,1,1,1,0,1,17,0.585,0.585,13,1
459,21,19,"nl",6,3,3,3,"gral escobedo",17,17,434,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
460,21,19,"nl",6,3,3,3,"gral escobedo",17,17,435,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
461,21,19,"nl",6,3,3,3,"gral escobedo",17,17,436,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
462,21,19,"nl",6,3,3,3,"gral escobedo",17,17,437,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
463,21,19,"nl",6,3,3,3,"gral escobedo",17,17,438,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
464,21,19,"nl",6,3,3,3,"gral escobedo",17,17,439,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
465,21,19,"nl",6,3,3,3,"gral escobedo",17,17,440,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
466,21,19,"nl",6,3,3,3,"gral escobedo",17,17,441,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
467,21,19,"nl",6,3,3,3,"gral escobedo",17,17,442,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
468,21,19,"nl",6,3,3,3,"gral escobedo",17,17,443,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
469,21,19,"nl",6,3,3,3,"gral escobedo",17,17,444,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
470,21,19,"nl",6,3,3,3,"gral escobedo",17,17,445,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
471,21,19,"nl",6,3,3,3,"gral escobedo",17,17,446,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
472,21,19,"nl",6,3,3,3,"gral escobedo",17,17,447,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
473,21,19,"nl",6,3,3,3,"gral escobedo",17,17,448,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
474,21,19,"nl",6,3,3,3,"gral escobedo",17,17,449,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
475,21,19,"nl",6,3,3,3,"gral escobedo",17,17,450,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
476,21,19,"nl",6,3,3,3,"gral escobedo",17,17,451,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
477,21,19,"nl",6,3,3,3,"gral escobedo",17,17,452,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
478,21,19,"nl",6,3,3,3,"gral escobedo",17,17,453,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
479,21,19,"nl",6,3,3,3,"gral escobedo",17,17,454,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
480,21,19,"nl",6,3,3,3,"gral escobedo",17,17,455,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
481,21,19,"nl",6,3,3,3,"gral escobedo",17,17,456,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
482,21,19,"nl",6,3,3,3,"gral escobedo",17,17,457,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
483,21,19,"nl",6,3,3,3,"gral escobedo",17,17,458,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
484,21,19,"nl",6,3,3,3,"gral escobedo",17,17,459,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
485,21,19,"nl",6,3,3,3,"gral escobedo",17,17,460,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
486,21,19,"nl",6,3,3,3,"gral escobedo",17,17,461,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
487,21,19,"nl",6,3,3,3,"gral escobedo",17,17,462,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
488,21,19,"nl",6,3,3,3,"gral escobedo",17,17,463,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
489,21,19,"nl",6,3,3,3,"gral escobedo",17,17,464,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
490,21,19,"nl",6,3,3,3,"gral escobedo",17,17,465,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
491,21,19,"nl",6,3,3,3,"gral escobedo",17,17,466,19,21,12,14,14,15,14,15,15,15,12,14,14,14,14,15,14,0,0,0,0,0,1,1,1,1,1,0,1,17,0.333,0.333,12,1
492,21,19,"nl",6,3,3,3,"gral escobedo",17,25,467,19,21,13,15,15,14,15,14,14,14,13,15,14,15,15,14,15,0,0,0,0,0,1,1,0,1,1,0,1,17,0.585,0.585,13,1
494,22,19,"nl",5,9,9,9,"gral teran",24,24,468,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
495,22,19,"nl",5,9,9,9,"gral teran",24,24,469,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
496,22,19,"nl",5,9,9,9,"gral teran",24,24,470,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
497,22,19,"nl",5,9,9,9,"gral teran",24,24,471,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
498,22,19,"nl",5,9,9,9,"gral teran",24,24,472,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
499,22,19,"nl",5,9,9,9,"gral teran",24,24,473,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
502,22,19,"nl",5,9,9,9,"gral teran",24,24,474,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
503,22,19,"nl",5,9,9,9,"gral teran",24,24,475,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
504,22,19,"nl",5,9,9,9,"gral teran",24,24,476,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
505,22,19,"nl",5,9,9,9,"gral teran",24,24,477,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
506,22,19,"nl",5,9,9,9,"gral teran",24,24,478,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
507,22,19,"nl",5,9,9,9,"gral teran",24,24,479,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
508,22,19,"nl",5,9,9,9,"gral teran",24,24,480,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
509,22,19,"nl",5,9,9,9,"gral teran",24,24,481,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
510,22,19,"nl",5,9,9,9,"gral teran",24,24,482,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
511,22,19,"nl",5,9,9,9,"gral teran",24,24,483,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
512,22,19,"nl",5,9,9,9,"gral teran",24,24,484,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
513,22,19,"nl",5,9,9,9,"gral teran",24,24,485,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
514,22,19,"nl",5,9,9,9,"gral teran",24,24,486,19,22,2,3,3,3,3,3,3,5,2,3,3,3,1,3,3,0,0,0,0,0,1,1,1,1,0,1,1,24,0.431,0.31,2,0.512
515,23,19,"nl",6,2,12,9,"gral treviño",22,24,487,19,23,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431,0.31,2,0.512
516,23,19,"nl",6,2,12,9,"gral treviño",22,24,488,19,23,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431,0.31,2,0.512
517,23,19,"nl",6,2,12,9,"gral treviño",22,24,489,19,23,2,3,3,5,3,5,5,5,2,3,3,3,2,5,3,0,0,0,0,0,1,1,1,1,0,0,1,24,0.431,0.31,2,0.512
518,24,19,"nl",5,9,9,9,"gral zaragoza",26,26,490,19,24,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645,0.694,4,0.537
519,24,19,"nl",5,9,9,9,"gral zaragoza",26,26,491,19,24,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645,0.694,4,0.537
520,24,19,"nl",5,9,9,9,"gral zaragoza",26,26,492,19,24,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645,0.694,4,0.537
521,24,19,"nl",5,9,9,9,"gral zaragoza",26,26,493,19,24,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645,0.694,4,0.537
522,24,19,"nl",5,9,9,9,"gral zaragoza",26,26,494,19,24,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,1,1,1,1,1,1,1,1,1,0,1,1,26,0.645,0.694,4,0.537
523,25,19,"nl",6,2,12,7,"gral zuazua",20,21,495,19,25,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432,0.489,1,0.911
524,25,19,"nl",6,2,12,7,"gral zuazua",20,21,496,19,25,1,2,2,2,2,2,2,2,1,2,2,2,3,2,2,0,0,0,0,0,1,1,1,1,0,1,1,21,0.432,0.489,1,0.911
526,26,19,"nl",4,11,8,11,"guadalupe",15,12,497,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
527,26,19,"nl",4,11,8,11,"guadalupe",15,12,498,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
528,26,19,"nl",4,11,8,11,"guadalupe",15,12,499,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
529,26,19,"nl",4,11,8,11,"guadalupe",15,12,500,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
530,26,19,"nl",4,8,8,11,"guadalupe",15,15,501,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
531,26,19,"nl",4,8,8,11,"guadalupe",15,15,502,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
532,26,19,"nl",4,8,8,11,"guadalupe",15,15,503,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
533,26,19,"nl",4,8,8,11,"guadalupe",15,15,504,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
534,26,19,"nl",4,8,8,11,"guadalupe",15,15,505,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
535,26,19,"nl",4,8,8,11,"guadalupe",15,15,506,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
536,26,19,"nl",4,8,8,11,"guadalupe",15,15,507,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
537,26,19,"nl",4,8,8,11,"guadalupe",15,15,508,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
538,26,19,"nl",4,8,8,11,"guadalupe",15,15,509,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
539,26,19,"nl",4,8,8,11,"guadalupe",15,15,510,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
540,26,19,"nl",4,8,8,11,"guadalupe",15,15,511,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
541,26,19,"nl",4,8,8,11,"guadalupe",15,15,512,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
542,26,19,"nl",4,8,8,11,"guadalupe",15,15,513,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
543,26,19,"nl",4,8,8,11,"guadalupe",15,15,514,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
544,26,19,"nl",4,8,8,11,"guadalupe",15,15,515,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
545,26,19,"nl",4,8,8,11,"guadalupe",15,15,516,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
546,26,19,"nl",4,8,8,11,"guadalupe",15,15,517,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
547,26,19,"nl",4,8,8,11,"guadalupe",15,15,518,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
548,26,19,"nl",4,8,8,11,"guadalupe",15,15,519,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
549,26,19,"nl",4,8,8,11,"guadalupe",15,15,520,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
550,26,19,"nl",4,8,8,11,"guadalupe",15,15,521,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
551,26,19,"nl",4,8,8,11,"guadalupe",15,15,522,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
552,26,19,"nl",4,8,8,11,"guadalupe",15,15,523,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
553,26,19,"nl",4,8,8,11,"guadalupe",15,15,524,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
554,26,19,"nl",4,8,8,11,"guadalupe",15,15,525,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
555,26,19,"nl",4,8,8,11,"guadalupe",15,15,526,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
556,26,19,"nl",4,8,8,11,"guadalupe",15,15,527,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
557,26,19,"nl",4,8,8,11,"guadalupe",15,15,528,19,26,6,8,8,10,8,10,10,10,6,8,8,8,7,8,8,0,0,0,0,0,1,1,1,1,0,1,1,15,0.361,0.361,6,1
558,26,19,"nl",4,8,8,11,"guadalupe",15,12,529,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
559,26,19,"nl",4,11,8,11,"guadalupe",15,12,530,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
560,26,19,"nl",4,11,8,11,"guadalupe",15,12,531,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
561,26,19,"nl",4,11,8,11,"guadalupe",15,12,532,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
562,26,19,"nl",4,11,8,11,"guadalupe",15,12,533,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
563,26,19,"nl",4,11,8,11,"guadalupe",15,12,534,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
564,26,19,"nl",4,11,8,11,"guadalupe",15,12,535,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
565,26,19,"nl",4,11,8,11,"guadalupe",15,12,536,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
566,26,19,"nl",4,11,8,11,"guadalupe",15,12,537,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
567,26,19,"nl",4,11,8,11,"guadalupe",15,12,538,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
568,26,19,"nl",4,11,8,11,"guadalupe",15,12,539,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
569,26,19,"nl",4,11,8,11,"guadalupe",15,12,540,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
570,26,19,"nl",4,11,8,11,"guadalupe",15,12,541,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
571,26,19,"nl",4,11,8,11,"guadalupe",15,12,542,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
572,26,19,"nl",4,11,8,11,"guadalupe",15,12,543,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
573,26,19,"nl",4,11,8,11,"guadalupe",15,12,544,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
574,26,19,"nl",4,11,8,11,"guadalupe",15,12,545,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
575,26,19,"nl",4,11,8,11,"guadalupe",15,12,546,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
576,26,19,"nl",4,11,8,11,"guadalupe",15,12,547,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
577,26,19,"nl",4,11,8,11,"guadalupe",15,12,548,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
578,26,19,"nl",4,11,8,11,"guadalupe",15,12,549,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
579,26,19,"nl",4,11,8,11,"guadalupe",15,12,550,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
580,26,19,"nl",4,11,11,11,"guadalupe",12,12,551,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
581,26,19,"nl",4,11,11,11,"guadalupe",12,12,552,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
582,26,19,"nl",4,11,8,11,"guadalupe",15,12,553,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
583,26,19,"nl",4,11,8,11,"guadalupe",15,12,554,19,26,5,7,7,8,7,8,8,8,5,7,7,7,10,8,7,0,0,0,0,0,1,1,1,1,0,0,1,12,0.505,0.505,5,1
