"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2011","X","edon.y","munn.y","escenario1","escenario2","escenario3","mc_clv1","mc_iee1","morena_clv1","morena_iee1","prd_clv1","prd_iee1","pri_clv1","pt_clv1","mc_clv2","morena_clv2","panal_clv2","pan_clv2","pes_clv2","ph_iee2","prd_clv2","pri_clv2","prs_iee2","pt_clv2","pvem_clv2","esc1_mcCLV1","esc1_mcIEE1","esc1_morCLV1","esc1_morIEE1","esc1_prdCLV1","esc1_prdIEE1","esc1_priCLV1","esc1_ptCLV1","esc2_mcCLV2","esc2_morCLV2","esc2_panalCLV2","esc2_panCLV2","esc2_pesCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priCLV2","esc2_prsIEE2","esc2_ptCLV2","esc2_pvemCLV2","E1","dsiE1_E3"
371,4,3,"bcs",1,2,2,2,7,8,362,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
372,4,3,"bcs",1,2,2,2,7,8,363,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
373,4,3,"bcs",1,2,2,2,7,8,364,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
374,4,3,"bcs",1,2,2,2,7,8,365,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
375,4,3,"bcs",1,2,2,2,7,8,366,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
376,4,3,"bcs",1,2,2,2,7,8,367,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
377,4,3,"bcs",1,2,2,2,7,8,368,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
378,4,3,"bcs",1,2,2,2,7,8,369,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
379,4,3,"bcs",1,2,2,2,7,8,370,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
380,4,3,"bcs",1,2,2,2,7,8,371,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
381,4,3,"bcs",1,2,2,2,7,8,372,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
382,4,3,"bcs",1,2,2,2,7,8,373,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
383,4,3,"bcs",1,2,2,2,7,8,374,3,4,7,7,7,10,10,10,10,10,10,9,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
384,4,3,"bcs",1,2,2,2,7,8,375,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
385,4,3,"bcs",1,2,2,2,7,8,376,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
386,4,3,"bcs",1,2,2,2,7,8,377,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
387,4,3,"bcs",1,2,2,2,7,8,378,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
388,4,3,"bcs",1,2,2,2,7,8,379,3,4,7,7,7,10,10,10,10,10,10,15,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
389,4,3,"bcs",1,2,2,2,7,8,380,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
390,4,3,"bcs",1,2,2,2,7,8,381,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
391,4,3,"bcs",1,2,2,2,7,8,382,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
392,4,3,"bcs",1,2,2,2,7,8,383,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
393,4,3,"bcs",1,2,2,2,7,8,384,3,4,7,7,7,10,10,10,10,10,10,3,10,7,7,7,10,10,10,10,7,10,7,7,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,7,1
394,4,3,"bcs",1,2,2,2,9,8,385,3,4,9,9,9,5,5,5,5,5,5,15,5,9,9,9,5,5,5,5,9,5,9,9,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,9,1
395,4,3,"bcs",1,2,2,2,5,8,386,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
396,4,3,"bcs",1,2,2,2,5,8,387,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
397,4,3,"bcs",1,2,2,2,5,8,388,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
398,4,3,"bcs",1,2,2,2,5,8,389,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
399,4,3,"bcs",1,2,2,2,5,8,390,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
400,4,3,"bcs",1,2,2,2,5,8,391,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
401,4,3,"bcs",1,2,2,2,5,8,392,3,4,5,5,5,6,6,6,6,6,6,3,6,5,5,5,6,6,6,6,5,6,5,5,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1,5,1
