"seccion","munn.x","edon.x","disloc2013","disloc2015","disfed2015","X","edon.y","munn.y","escenario1","escenario2","escenario3","iee1","panal_cnv1","pri_clv1","esc1_IEE1","esc1_panalCNV1","esc1_priCLV1","SQ","dsiSQ_E3"
670,22,28,12,15,5,661,28,22,15,15,15,14,15,14,0,1,0,12,0.296
671,22,28,12,15,5,662,28,22,15,15,15,14,15,14,0,1,0,12,0.296
672,22,28,12,14,5,663,28,22,14,14,14,13,14,13,0,1,0,11,0.404
673,22,28,12,14,5,664,28,22,14,14,14,13,14,13,0,1,0,11,0.404
674,22,28,12,15,5,665,28,22,15,15,15,14,15,14,0,1,0,12,0.296
675,22,28,12,15,5,666,28,22,15,15,15,14,15,14,0,1,0,12,0.296
676,22,28,12,14,5,667,28,22,14,14,14,13,14,13,0,1,0,11,0.404
677,22,28,12,16,5,668,28,22,16,16,16,15,16,15,0,1,0,9,0.824
678,22,28,12,16,3,669,28,22,16,16,16,15,16,15,0,1,0,9,0.824
679,22,28,9,16,3,670,28,22,16,16,16,15,16,15,0,1,0,9,0.824
680,22,28,9,16,3,671,28,22,16,16,16,15,16,15,0,1,0,9,0.824
681,22,28,9,16,3,672,28,22,16,16,16,15,16,15,0,1,0,9,0.824
682,22,28,9,16,3,673,28,22,16,16,16,15,16,15,0,1,0,9,0.824
683,22,28,9,16,3,674,28,22,16,16,16,15,16,15,0,1,0,9,0.824
684,22,28,9,16,3,675,28,22,16,16,16,15,16,15,0,1,0,9,0.824
685,22,28,9,16,3,676,28,22,16,16,16,15,16,15,0,1,0,9,0.824
686,22,28,9,16,3,677,28,22,16,16,16,15,16,15,0,1,0,9,0.824
687,22,28,9,16,3,678,28,22,16,16,16,15,16,15,0,1,0,9,0.824
688,22,28,9,16,3,679,28,22,16,16,16,15,16,15,0,1,0,9,0.824
689,22,28,9,16,3,680,28,22,16,16,16,15,16,15,0,1,0,9,0.824
690,22,28,9,16,3,681,28,22,16,16,16,15,16,15,0,1,0,9,0.824
691,22,28,9,16,3,682,28,22,16,16,16,15,16,15,0,1,0,9,0.824
692,22,28,12,17,3,683,28,22,17,17,17,16,17,16,0,1,0,10,0.661
693,22,28,12,17,3,684,28,22,17,17,17,16,17,16,0,1,0,10,0.661
694,22,28,12,17,3,685,28,22,17,17,17,16,17,16,0,1,0,10,0.661
695,22,28,9,16,3,686,28,22,16,16,16,15,16,15,0,1,0,9,0.824
696,22,28,9,16,3,687,28,22,16,16,16,15,16,15,0,1,0,9,0.824
697,22,28,9,16,3,688,28,22,16,16,16,15,16,15,0,1,0,9,0.824
698,22,28,9,16,3,689,28,22,16,16,16,15,16,15,0,1,0,9,0.824
699,22,28,12,16,3,690,28,22,16,16,16,15,16,15,0,1,0,9,0.824
700,22,28,12,16,3,691,28,22,16,16,16,15,16,15,0,1,0,9,0.824
701,22,28,9,16,3,692,28,22,16,16,16,15,16,15,0,1,0,9,0.824
702,22,28,9,16,3,693,28,22,16,16,16,15,16,15,0,1,0,9,0.824
703,22,28,9,16,3,694,28,22,16,16,16,15,16,15,0,1,0,9,0.824
704,22,28,12,16,3,695,28,22,16,16,16,15,16,15,0,1,0,9,0.824
705,22,28,9,16,3,696,28,22,16,16,16,15,16,15,0,1,0,9,0.824
706,22,28,9,16,3,697,28,22,16,16,16,15,16,15,0,1,0,9,0.824
707,22,28,12,16,3,698,28,22,16,16,16,15,16,15,0,1,0,9,0.824
708,22,28,12,16,3,699,28,22,16,16,16,15,16,15,0,1,0,9,0.824
709,22,28,12,16,3,700,28,22,16,16,16,15,16,15,0,1,0,9,0.824
710,23,28,13,3,3,701,28,23,3,3,3,1,3,1,0,1,0,13,0.741
711,23,28,13,3,3,702,28,23,3,3,3,1,3,1,0,1,0,13,0.741
712,23,28,13,3,3,703,28,23,3,3,3,1,3,1,0,1,0,13,0.741
713,23,28,13,3,3,704,28,23,3,3,3,1,3,1,0,1,0,13,0.741
714,23,28,13,3,3,705,28,23,3,3,3,1,3,1,0,1,0,13,0.741
715,23,28,13,3,3,706,28,23,3,3,3,1,3,1,0,1,0,13,0.741
716,24,28,4,12,7,707,28,24,12,12,12,10,12,10,0,1,0,4,0.604
717,24,28,4,12,7,708,28,24,12,12,12,10,12,10,0,1,0,4,0.604
718,24,28,4,12,7,709,28,24,12,12,12,10,12,10,0,1,0,4,0.604
719,24,28,4,12,7,710,28,24,12,12,12,10,12,10,0,1,0,4,0.604
720,24,28,4,12,7,711,28,24,12,12,12,10,12,10,0,1,0,4,0.604
721,24,28,4,12,7,712,28,24,12,12,12,10,12,10,0,1,0,4,0.604
722,25,28,4,12,7,713,28,25,12,12,12,10,12,10,0,1,0,4,0.604
723,25,28,4,12,7,714,28,25,12,12,12,10,12,10,0,1,0,4,0.604
724,25,28,4,12,7,715,28,25,12,12,12,10,12,10,0,1,0,4,0.604
725,25,28,4,12,7,716,28,25,12,12,12,10,12,10,0,1,0,4,0.604
726,25,28,4,12,7,717,28,25,12,12,12,10,12,10,0,1,0,4,0.604
727,25,28,4,12,7,718,28,25,12,12,12,10,12,10,0,1,0,4,0.604
728,25,28,4,12,7,719,28,25,12,12,12,10,12,10,0,1,0,4,0.604
729,25,28,4,12,7,720,28,25,12,12,12,10,12,10,0,1,0,4,0.604
730,25,28,4,12,7,721,28,25,12,12,12,10,12,10,0,1,0,4,0.604
731,25,28,4,12,7,722,28,25,12,12,12,10,12,10,0,1,0,4,0.604
732,25,28,4,12,7,723,28,25,12,12,12,10,12,10,0,1,0,4,0.604
733,25,28,4,12,7,724,28,25,12,12,12,10,12,10,0,1,0,4,0.604
734,25,28,4,12,7,725,28,25,12,12,12,10,12,10,0,1,0,4,0.604
735,25,28,4,12,7,726,28,25,12,12,12,10,12,10,0,1,0,4,0.604
736,25,28,4,12,7,727,28,25,12,12,12,10,12,10,0,1,0,4,0.604
737,25,28,4,12,7,728,28,25,12,12,12,10,12,10,0,1,0,4,0.604
738,25,28,4,12,7,729,28,25,12,12,12,10,12,10,0,1,0,4,0.604
739,25,28,4,12,7,730,28,25,12,12,12,10,12,10,0,1,0,4,0.604
740,25,28,4,12,7,731,28,25,12,12,12,10,12,10,0,1,0,4,0.604
741,25,28,4,12,7,732,28,25,12,12,12,10,12,10,0,1,0,4,0.604
742,25,28,4,12,7,733,28,25,12,12,12,10,12,10,0,1,0,4,0.604
743,25,28,4,12,7,734,28,25,12,12,12,10,12,10,0,1,0,4,0.604
744,25,28,4,12,7,735,28,25,12,12,12,10,12,10,0,1,0,4,0.604
745,26,28,16,1,1,736,28,26,1,1,1,2,1,2,0,1,0,16,0.728
746,26,28,16,1,1,737,28,26,1,1,1,2,1,2,0,1,0,16,0.728
747,26,28,16,1,1,738,28,26,1,1,1,2,1,2,0,1,0,16,0.728
748,26,28,16,1,1,739,28,26,1,1,1,2,1,2,0,1,0,16,0.728
749,27,28,1,11,6,740,28,27,11,11,11,12,11,12,0,1,0,2,0.388
750,27,28,1,11,6,741,28,27,11,11,11,12,11,12,0,1,0,2,0.388
751,27,28,1,11,6,742,28,27,11,11,11,12,11,12,0,1,0,2,0.388
752,27,28,1,11,6,743,28,27,11,11,11,12,11,12,0,1,0,2,0.388
753,27,28,1,11,6,744,28,27,11,11,11,12,11,12,0,1,0,2,0.388
754,27,28,1,11,6,745,28,27,11,11,11,12,11,12,0,1,0,2,0.388
755,27,28,1,11,6,746,28,27,11,11,11,12,11,12,0,1,0,2,0.388
756,27,28,1,11,6,747,28,27,11,11,11,12,11,12,0,1,0,2,0.388
757,27,28,1,11,6,748,28,27,11,11,11,12,11,12,0,1,0,2,0.388
758,27,28,1,11,6,749,28,27,11,11,11,12,11,12,0,1,0,2,0.388
759,27,28,1,11,6,750,28,27,11,11,11,12,11,12,0,1,0,2,0.388
760,27,28,1,13,6,751,28,27,13,13,13,11,11,11,0,0,0,3,0.653
761,27,28,1,13,6,752,28,27,13,13,13,11,11,11,0,0,0,3,0.653
762,27,28,1,13,6,753,28,27,13,13,13,11,11,11,0,0,0,3,0.653
763,27,28,1,11,6,754,28,27,11,11,11,12,11,12,0,1,0,2,0.388
764,27,28,1,11,6,755,28,27,11,11,11,12,11,12,0,1,0,2,0.388
765,27,28,1,11,6,756,28,27,11,11,11,12,11,12,0,1,0,2,0.388
766,27,28,1,11,6,757,28,27,11,11,11,12,11,12,0,1,0,2,0.388
767,27,28,1,13,6,758,28,27,13,13,13,11,11,11,0,0,0,3,0.653
768,27,28,1,13,6,759,28,27,13,13,13,11,13,11,0,1,0,3,0.653
769,27,28,1,13,6,760,28,27,13,13,13,11,13,11,0,1,0,3,0.653
770,27,28,1,13,6,761,28,27,13,13,13,11,13,11,0,1,0,3,0.653
771,27,28,1,13,6,762,28,27,13,13,13,11,13,11,0,1,0,3,0.653
772,27,28,1,13,6,763,28,27,13,13,13,11,13,11,0,1,0,3,0.653
773,27,28,3,13,6,764,28,27,13,13,13,11,13,11,0,1,0,3,0.653
774,27,28,3,13,6,765,28,27,13,13,13,11,13,11,0,1,0,3,0.653
775,27,28,1,13,6,766,28,27,13,13,13,11,13,11,0,1,0,3,0.653
776,27,28,1,13,6,767,28,27,13,13,13,11,13,11,0,1,0,3,0.653
777,27,28,1,13,6,768,28,27,13,13,13,11,13,11,0,1,0,3,0.653
778,27,28,1,11,6,769,28,27,11,11,11,12,11,12,0,1,0,2,0.388
779,27,28,1,11,6,770,28,27,11,11,11,12,11,12,0,1,0,2,0.388
780,27,28,1,11,6,771,28,27,11,11,11,12,11,12,0,1,0,2,0.388
781,27,28,1,11,6,772,28,27,11,11,11,12,11,12,0,1,0,2,0.388
782,27,28,1,11,6,773,28,27,11,11,11,12,11,12,0,1,0,2,0.388
783,27,28,1,11,6,774,28,27,11,11,11,12,11,12,0,1,0,2,0.388
784,27,28,1,13,6,775,28,27,13,13,13,11,11,11,0,0,0,3,0.653
785,27,28,1,13,6,776,28,27,13,13,13,11,11,11,0,0,0,3,0.653
786,27,28,1,13,6,777,28,27,13,13,13,11,13,11,0,1,0,3,0.653
787,27,28,1,13,6,778,28,27,13,13,13,11,13,11,0,1,0,3,0.653
788,27,28,1,13,6,779,28,27,13,13,13,11,13,11,0,1,0,3,0.653
789,27,28,1,13,6,780,28,27,13,13,13,11,13,11,0,1,0,3,0.653
790,27,28,1,13,6,781,28,27,13,13,13,11,13,11,0,1,0,3,0.653
791,27,28,3,13,6,782,28,27,13,13,13,11,13,11,0,1,0,3,0.653
792,27,28,3,13,6,783,28,27,13,13,13,11,13,11,0,1,0,3,0.653
793,27,28,3,13,6,784,28,27,13,13,13,11,13,11,0,1,0,3,0.653
794,27,28,3,13,6,785,28,27,13,13,13,11,13,11,0,1,0,3,0.653
795,27,28,3,13,6,786,28,27,13,13,13,11,13,11,0,1,0,3,0.653
796,27,28,3,13,6,787,28,27,13,13,13,11,13,11,0,1,0,3,0.653
797,27,28,3,13,6,788,28,27,13,13,13,11,13,11,0,1,0,3,0.653
798,27,28,3,13,6,789,28,27,13,13,13,11,13,11,0,1,0,3,0.653
799,27,28,3,13,6,790,28,27,13,13,13,11,13,11,0,1,0,3,0.653
800,27,28,1,13,6,791,28,27,13,13,13,11,13,11,0,1,0,3,0.653
801,27,28,1,13,6,792,28,27,13,13,13,11,13,11,0,1,0,3,0.653
802,27,28,1,13,6,793,28,27,13,13,13,11,13,11,0,1,0,3,0.653
803,27,28,1,13,6,794,28,27,13,13,13,11,13,11,0,1,0,3,0.653
804,27,28,1,13,6,795,28,27,13,13,13,11,13,11,0,1,0,3,0.653
805,27,28,1,13,6,796,28,27,13,13,13,11,13,11,0,1,0,3,0.653
806,27,28,1,13,6,797,28,27,13,13,13,11,13,11,0,1,0,3,0.653
807,27,28,1,13,6,798,28,27,13,13,13,11,13,11,0,1,0,3,0.653
808,27,28,1,13,6,799,28,27,13,13,13,11,13,11,0,1,0,3,0.653
809,27,28,1,11,6,800,28,27,11,11,11,12,11,12,0,1,0,2,0.388
810,27,28,1,11,6,801,28,27,11,11,11,12,11,12,0,1,0,2,0.388
811,27,28,1,11,6,802,28,27,11,11,11,12,11,12,0,1,0,2,0.388
812,27,28,1,11,6,803,28,27,11,11,11,12,11,12,0,1,0,2,0.388
813,27,28,2,11,6,804,28,27,11,11,11,12,13,12,0,0,0,2,0.388
814,27,28,2,11,6,805,28,27,11,11,11,12,11,12,0,1,0,2,0.388
816,27,28,2,11,6,806,28,27,11,11,11,12,13,12,0,0,0,2,0.388
817,27,28,2,11,6,807,28,27,11,11,11,12,13,12,0,0,0,2,0.388
818,27,28,2,13,6,808,28,27,13,13,13,11,13,11,0,1,0,3,0.653
819,27,28,2,13,6,809,28,27,13,13,13,11,13,11,0,1,0,3,0.653
820,27,28,3,13,6,810,28,27,13,13,13,11,13,11,0,1,0,3,0.653
821,27,28,3,13,6,811,28,27,13,13,13,11,13,11,0,1,0,3,0.653
822,27,28,3,13,6,812,28,27,13,13,13,11,13,11,0,1,0,3,0.653
823,27,28,3,13,6,813,28,27,13,13,13,11,13,11,0,1,0,3,0.653
824,27,28,3,13,6,814,28,27,13,13,13,11,13,11,0,1,0,3,0.653
825,27,28,3,13,6,815,28,27,13,13,13,11,13,11,0,1,0,3,0.653
826,27,28,3,13,6,816,28,27,13,13,13,11,13,11,0,1,0,3,0.653
827,27,28,3,13,6,817,28,27,13,13,13,11,13,11,0,1,0,3,0.653
828,27,28,3,13,6,818,28,27,13,13,13,11,13,11,0,1,0,3,0.653
829,27,28,3,13,6,819,28,27,13,13,13,11,13,11,0,1,0,3,0.653
830,27,28,3,13,6,820,28,27,13,13,13,11,13,11,0,1,0,3,0.653
831,27,28,3,13,6,821,28,27,13,13,13,11,13,11,0,1,0,3,0.653
832,27,28,3,13,6,822,28,27,13,13,13,11,13,11,0,1,0,3,0.653
833,27,28,3,13,6,823,28,27,13,13,13,11,13,11,0,1,0,3,0.653
834,27,28,3,13,6,824,28,27,13,13,13,11,13,11,0,1,0,3,0.653
835,27,28,3,13,6,825,28,27,13,13,13,11,13,11,0,1,0,3,0.653
836,27,28,3,13,6,826,28,27,13,13,13,11,13,11,0,1,0,3,0.653
837,27,28,3,13,6,827,28,27,13,13,13,11,13,11,0,1,0,3,0.653
838,27,28,3,13,6,828,28,27,13,13,13,11,13,11,0,1,0,3,0.653
839,27,28,2,13,6,829,28,27,13,13,13,11,13,11,0,1,0,3,0.653
840,27,28,2,13,6,830,28,27,13,13,13,11,13,11,0,1,0,3,0.653
841,27,28,3,13,6,831,28,27,13,13,13,11,13,11,0,1,0,3,0.653
842,27,28,3,13,6,832,28,27,13,13,13,11,13,11,0,1,0,3,0.653
843,27,28,3,13,6,833,28,27,13,13,13,11,13,11,0,1,0,3,0.653
844,27,28,3,13,6,834,28,27,13,13,13,11,13,11,0,1,0,3,0.653
845,27,28,3,13,6,835,28,27,13,13,13,11,13,11,0,1,0,3,0.653
846,27,28,3,13,6,836,28,27,13,13,13,11,13,11,0,1,0,3,0.653
847,27,28,3,13,6,837,28,27,13,13,13,11,13,11,0,1,0,3,0.653
848,27,28,3,13,6,838,28,27,13,13,13,11,13,11,0,1,0,3,0.653
849,27,28,3,13,6,839,28,27,13,13,13,11,13,11,0,1,0,3,0.653
850,27,28,3,13,6,840,28,27,13,13,13,11,13,11,0,1,0,3,0.653
851,27,28,3,13,6,841,28,27,13,13,13,11,13,11,0,1,0,3,0.653
852,27,28,3,13,6,842,28,27,13,13,13,11,13,11,0,1,0,3,0.653
853,27,28,3,13,6,843,28,27,13,13,13,11,13,11,0,1,0,3,0.653
854,27,28,3,13,6,844,28,27,13,13,13,11,13,11,0,1,0,3,0.653
855,27,28,3,13,6,845,28,27,13,13,13,11,13,11,0,1,0,3,0.653
856,27,28,3,13,6,846,28,27,13,13,13,11,13,11,0,1,0,3,0.653
857,27,28,3,13,6,847,28,27,13,13,13,11,13,11,0,1,0,3,0.653
858,27,28,3,13,6,848,28,27,13,13,13,11,13,11,0,1,0,3,0.653
859,27,28,3,13,6,849,28,27,13,13,13,11,13,11,0,1,0,3,0.653
860,27,28,3,13,6,850,28,27,13,13,13,11,13,11,0,1,0,3,0.653
861,27,28,3,13,6,851,28,27,13,13,13,11,13,11,0,1,0,3,0.653
862,27,28,3,13,6,852,28,27,13,13,13,11,13,11,0,1,0,3,0.653
863,27,28,2,13,6,853,28,27,13,13,13,11,13,11,0,1,0,3,0.653
864,27,28,2,13,6,854,28,27,13,13,13,11,13,11,0,1,0,3,0.653
865,27,28,2,13,6,855,28,27,13,13,13,11,13,11,0,1,0,3,0.653
866,27,28,2,12,6,856,28,27,12,12,12,10,12,10,0,1,0,4,0.604
867,27,28,2,13,6,857,28,27,13,13,13,11,13,11,0,1,0,3,0.653
868,27,28,3,13,6,858,28,27,13,13,13,11,13,11,0,1,0,3,0.653
869,27,28,3,13,6,859,28,27,13,13,13,11,13,11,0,1,0,3,0.653
870,27,28,3,13,6,860,28,27,13,13,13,11,13,11,0,1,0,3,0.653
871,27,28,3,13,6,861,28,27,13,13,13,11,13,11,0,1,0,3,0.653
872,27,28,3,13,6,862,28,27,13,13,13,11,13,11,0,1,0,3,0.653
873,27,28,3,13,6,863,28,27,13,13,13,11,13,11,0,1,0,3,0.653
874,27,28,3,13,6,864,28,27,13,13,13,11,13,11,0,1,0,3,0.653
875,27,28,3,13,6,865,28,27,13,13,13,11,13,11,0,1,0,3,0.653
876,27,28,3,13,6,866,28,27,13,13,13,11,13,11,0,1,0,3,0.653
877,27,28,3,13,6,867,28,27,13,13,13,11,13,11,0,1,0,3,0.653
878,27,28,3,13,6,868,28,27,13,13,13,11,13,11,0,1,0,3,0.653
879,27,28,2,13,6,869,28,27,13,13,13,11,13,11,0,1,0,3,0.653
880,27,28,3,13,6,870,28,27,13,13,13,11,13,11,0,1,0,3,0.653
881,27,28,3,13,6,871,28,27,13,13,13,11,13,11,0,1,0,3,0.653
882,27,28,3,13,6,872,28,27,13,13,13,11,13,11,0,1,0,3,0.653
883,27,28,3,13,6,873,28,27,13,13,13,11,13,11,0,1,0,3,0.653
884,27,28,3,13,6,874,28,27,13,13,13,11,13,11,0,1,0,3,0.653
885,27,28,3,13,6,875,28,27,13,13,13,11,13,11,0,1,0,3,0.653
886,27,28,3,13,6,876,28,27,13,13,13,11,13,11,0,1,0,3,0.653
887,27,28,3,13,6,877,28,27,13,13,13,11,13,11,0,1,0,3,0.653
888,27,28,3,13,6,878,28,27,13,13,13,11,13,11,0,1,0,3,0.653
889,27,28,2,13,6,879,28,27,13,13,13,11,12,11,0,0,0,3,0.653
890,27,28,3,13,6,880,28,27,13,13,13,11,13,11,0,1,0,3,0.653
891,27,28,3,13,6,881,28,27,13,13,13,11,13,11,0,1,0,3,0.653
892,27,28,3,13,6,882,28,27,13,13,13,11,13,11,0,1,0,3,0.653
893,27,28,3,13,6,883,28,27,13,13,13,11,13,11,0,1,0,3,0.653
894,27,28,3,12,6,884,28,27,12,12,12,10,12,10,0,1,0,4,0.604
895,27,28,3,13,6,885,28,27,13,13,13,11,13,11,0,1,0,3,0.653
896,27,28,2,12,6,886,28,27,12,12,12,10,12,10,0,1,0,4,0.604
897,27,28,3,12,6,887,28,27,12,12,12,10,12,10,0,1,0,4,0.604
898,27,28,2,12,6,888,28,27,12,12,12,10,12,10,0,1,0,4,0.604
899,27,28,2,12,6,889,28,27,12,12,12,10,12,10,0,1,0,4,0.604
900,27,28,3,12,6,890,28,27,12,12,12,10,12,10,0,1,0,4,0.604
901,27,28,2,12,6,891,28,27,12,12,12,10,12,10,0,1,0,4,0.604
902,27,28,2,12,6,892,28,27,12,12,12,10,12,10,0,1,0,4,0.604
904,27,28,2,12,6,893,28,27,12,12,12,10,12,10,0,1,0,4,0.604
905,28,28,17,1,1,894,28,28,1,1,1,22,1,22,0,1,0,16,0.728
906,28,28,17,1,1,895,28,28,1,1,1,22,1,22,0,1,0,16,0.728
907,28,28,17,1,1,896,28,28,1,1,1,22,1,22,0,1,0,16,0.728
908,29,28,16,1,1,897,28,29,1,1,1,22,1,22,0,1,0,16,0.728
909,29,28,16,1,1,898,28,29,1,1,1,22,1,22,0,1,0,16,0.728
910,29,28,16,1,1,899,28,29,1,1,1,22,1,22,0,1,0,16,0.728
911,29,28,16,1,1,900,28,29,1,1,1,22,1,22,0,1,0,16,0.728
912,29,28,16,1,1,901,28,29,1,1,1,22,1,22,0,1,0,16,0.728
913,29,28,16,1,1,902,28,29,1,1,1,22,1,22,0,1,0,16,0.728
914,29,28,16,1,1,903,28,29,1,1,1,22,1,22,0,1,0,16,0.728
915,29,28,16,1,1,904,28,29,1,1,1,22,1,22,0,1,0,16,0.728
916,29,28,16,1,1,905,28,29,1,1,1,22,1,22,0,1,0,16,0.728
917,29,28,16,1,1,906,28,29,1,1,1,22,1,22,0,1,0,16,0.728
918,29,28,16,1,1,907,28,29,1,1,1,22,1,22,0,1,0,16,0.728
919,29,28,16,1,1,908,28,29,1,1,1,22,1,22,0,1,0,16,0.728
920,29,28,16,1,1,909,28,29,1,1,1,22,1,22,0,1,0,16,0.728
921,29,28,16,1,1,910,28,29,1,1,1,22,1,22,0,1,0,16,0.728
922,30,28,14,3,9,911,28,30,3,3,3,3,3,3,1,1,1,13,0.741
923,30,28,14,3,9,912,28,30,3,3,3,3,3,3,1,1,1,13,0.741
924,30,28,14,3,9,913,28,30,3,3,3,3,3,3,1,1,1,13,0.741
925,30,28,14,3,9,914,28,30,3,3,3,3,3,3,1,1,1,13,0.741
926,30,28,14,3,9,915,28,30,3,3,3,3,3,3,1,1,1,13,0.741
927,30,28,14,3,9,916,28,30,3,3,3,3,3,3,1,1,1,13,0.741
928,30,28,14,3,9,917,28,30,3,3,3,3,3,3,1,1,1,13,0.741
929,30,28,14,3,9,918,28,30,3,3,3,3,3,3,1,1,1,13,0.741
930,30,28,14,3,9,919,28,30,3,3,3,3,3,3,1,1,1,13,0.741
931,31,28,16,1,1,920,28,31,1,1,1,2,1,2,0,1,0,16,0.728
932,31,28,16,1,1,921,28,31,1,1,1,2,1,2,0,1,0,16,0.728
933,31,28,16,1,1,922,28,31,1,1,1,2,1,2,0,1,0,16,0.728
934,31,28,16,1,1,923,28,31,1,1,1,2,1,2,0,1,0,16,0.728
935,32,28,4,18,7,924,28,32,18,18,18,17,18,17,0,1,0,5,0.253
936,32,28,5,18,7,925,28,32,18,18,18,17,18,17,0,1,0,5,0.253
937,32,28,5,18,7,926,28,32,18,18,18,17,20,17,0,0,0,5,0.253
938,32,28,5,20,7,927,28,32,20,20,20,20,20,20,1,1,1,5,0.366
939,32,28,5,20,7,928,28,32,20,20,20,20,20,20,1,1,1,5,0.366
940,32,28,5,20,7,929,28,32,20,20,20,20,20,20,1,1,1,5,0.366
941,32,28,5,18,7,930,28,32,18,18,18,17,20,17,0,0,0,5,0.253
942,32,28,5,18,7,931,28,32,18,18,18,17,18,17,0,1,0,5,0.253
943,32,28,4,18,7,932,28,32,18,18,18,17,18,17,0,1,0,5,0.253
944,32,28,4,18,7,933,28,32,18,18,18,17,18,17,0,1,0,5,0.253
945,32,28,5,18,7,934,28,32,18,18,18,17,18,17,0,1,0,5,0.253
946,32,28,5,18,7,935,28,32,18,18,18,17,18,17,0,1,0,5,0.253
947,32,28,5,18,7,936,28,32,18,18,18,17,18,17,0,1,0,5,0.253
948,32,28,5,18,7,937,28,32,18,18,18,17,18,17,0,1,0,5,0.253
949,32,28,5,18,7,938,28,32,18,18,18,17,18,17,0,1,0,5,0.253
950,32,28,5,20,7,939,28,32,20,20,20,20,20,20,1,1,1,5,0.366
951,32,28,5,20,7,940,28,32,20,20,20,20,20,20,1,1,1,5,0.366
952,32,28,5,20,7,941,28,32,20,20,20,20,20,20,1,1,1,5,0.366
953,32,28,5,20,7,942,28,32,20,20,20,20,20,20,1,1,1,5,0.366
954,32,28,5,20,7,943,28,32,20,20,20,20,20,20,1,1,1,5,0.366
955,32,28,5,20,7,944,28,32,20,20,20,20,20,20,1,1,1,5,0.366
956,32,28,5,20,7,945,28,32,20,20,20,20,20,20,1,1,1,5,0.366
957,32,28,5,20,7,946,28,32,20,20,20,20,20,20,1,1,1,5,0.366
958,32,28,5,20,7,947,28,32,20,20,20,20,20,20,1,1,1,5,0.366
959,32,28,5,20,7,948,28,32,20,20,20,20,20,20,1,1,1,5,0.366
960,32,28,5,20,7,949,28,32,20,20,20,20,20,20,1,1,1,5,0.366
961,32,28,5,20,7,950,28,32,20,20,20,20,20,20,1,1,1,5,0.366
962,32,28,5,18,7,951,28,32,18,18,18,17,18,17,0,1,0,5,0.253
963,32,28,5,18,7,952,28,32,18,18,18,17,18,17,0,1,0,5,0.253
964,32,28,5,18,7,953,28,32,18,18,18,17,18,17,0,1,0,5,0.253
965,32,28,5,18,7,954,28,32,18,18,18,17,18,17,0,1,0,5,0.253
966,32,28,5,18,7,955,28,32,18,18,18,17,18,17,0,1,0,5,0.253
967,32,28,5,18,7,956,28,32,18,18,18,17,18,17,0,1,0,5,0.253
968,32,28,5,18,7,957,28,32,18,18,18,17,19,17,0,0,0,5,0.253
969,32,28,5,18,7,958,28,32,18,18,18,17,19,17,0,0,0,5,0.253
970,32,28,5,18,7,959,28,32,18,18,18,17,19,20,0,0,0,5,0.253
971,32,28,5,20,7,960,28,32,20,20,20,20,20,20,1,1,1,5,0.366
972,32,28,5,20,7,961,28,32,20,20,20,20,20,20,1,1,1,5,0.366
973,32,28,5,20,7,962,28,32,20,20,20,20,20,20,1,1,1,5,0.366
974,32,28,5,20,7,963,28,32,20,20,20,20,20,20,1,1,1,5,0.366
975,32,28,5,20,7,964,28,32,20,20,20,20,20,20,1,1,1,5,0.366
976,32,28,5,20,7,965,28,32,20,20,20,20,20,20,1,1,1,5,0.366
977,32,28,5,20,7,966,28,32,20,20,20,20,20,20,1,1,1,5,0.366
978,32,28,5,20,7,967,28,32,20,20,20,20,20,20,1,1,1,5,0.366
979,32,28,5,20,7,968,28,32,20,20,20,20,20,20,1,1,1,5,0.366
980,32,28,5,20,7,969,28,32,20,20,20,20,20,20,1,1,1,5,0.366
981,32,28,5,20,7,970,28,32,20,20,20,20,20,20,1,1,1,5,0.366
982,32,28,5,20,7,971,28,32,20,20,20,20,20,20,1,1,1,5,0.366
983,32,28,5,18,7,972,28,32,18,18,18,17,19,17,0,0,0,5,0.253
984,32,28,5,20,7,973,28,32,20,20,20,20,20,20,1,1,1,5,0.366
985,32,28,5,20,7,974,28,32,20,20,20,20,20,20,1,1,1,5,0.366
986,32,28,5,20,7,975,28,32,20,20,20,20,20,20,1,1,1,5,0.366
987,32,28,5,20,7,976,28,32,20,20,20,20,20,20,1,1,1,5,0.366
988,32,28,5,20,7,977,28,32,20,20,20,20,20,20,1,1,1,5,0.366
989,32,28,5,20,7,978,28,32,20,20,20,20,20,20,1,1,1,5,0.366
990,32,28,4,18,7,979,28,32,18,18,18,17,18,17,0,1,0,5,0.253
991,32,28,4,18,7,980,28,32,18,18,18,17,18,17,0,1,0,5,0.253
992,32,28,4,18,7,981,28,32,18,18,18,17,18,17,0,1,0,5,0.253
993,32,28,4,18,7,982,28,32,18,18,18,17,18,17,0,1,0,5,0.253
994,32,28,6,21,8,983,28,32,21,21,21,18,18,18,0,0,0,8,0.8
996,32,28,4,18,7,984,28,32,18,18,18,17,18,17,0,1,0,5,0.253
997,32,28,5,18,7,985,28,32,18,18,18,17,19,17,0,0,0,5,0.253
998,32,28,5,18,7,986,28,32,18,18,18,17,19,17,0,0,0,5,0.253
999,32,28,5,18,7,987,28,32,18,18,18,17,19,17,0,0,0,5,0.253
1000,32,28,5,18,7,988,28,32,18,18,18,17,19,17,0,0,0,5,0.253
1001,32,28,5,18,7,989,28,32,18,18,18,17,19,17,0,0,0,5,0.253
1002,32,28,5,20,7,990,28,32,20,20,20,20,20,20,1,1,1,5,0.366
