"seccion","X.x","munn.x","edon.x","disloc2013","disloc2015","disfed2015","X.y","edon.y","munn.y","escenario1","escenario2","escenario3","pan_clv1","prd_clv1","esc1_panCLV1","esc1_prdCLV1","SQ","dsiSQ_E1","dsiSQ_E3"
345,329,7,23,14,1,23,329,23,7,15,15,14,13,13,0,0,14,0.441,1
346,330,7,23,14,1,23,330,23,7,15,15,14,13,13,0,0,14,0.441,1
347,331,7,23,14,1,23,331,23,7,13,13,14,13,13,1,1,14,0.485,1
348,332,7,23,14,1,23,332,23,7,13,13,14,13,13,1,1,14,0.485,1
349,333,7,23,14,1,23,333,23,7,15,15,14,13,13,0,0,14,0.441,1
350,334,7,23,14,1,23,334,23,7,15,15,14,13,13,0,0,14,0.441,1
351,335,7,23,14,1,23,335,23,7,15,15,14,13,13,0,0,14,0.441,1
352,336,7,23,14,1,23,336,23,7,14,14,14,13,13,0,0,14,0.389,1
353,337,7,23,14,1,23,337,23,7,15,15,14,13,13,0,0,14,0.441,1
354,338,7,23,14,1,23,338,23,7,15,15,14,13,13,0,0,14,0.441,1
355,339,7,23,14,2,23,339,23,7,14,14,14,13,13,0,0,14,0.389,1
356,340,7,23,14,2,23,340,23,7,14,14,14,14,14,1,1,14,0.389,1
357,341,7,23,13,2,23,341,23,7,14,14,13,14,14,1,1,13,0.389,1
358,342,7,23,13,2,23,342,23,7,14,14,13,14,14,1,1,13,0.389,1
359,343,7,23,13,2,23,343,23,7,14,14,13,14,14,1,1,13,0.389,1
360,344,7,23,13,2,23,344,23,7,14,14,13,14,14,1,1,13,0.389,1
361,345,7,23,13,2,23,345,23,7,14,14,13,14,14,1,1,13,0.389,1
362,346,7,23,13,2,23,346,23,7,14,14,13,14,14,1,1,13,0.389,1
363,347,7,23,13,2,23,347,23,7,14,14,13,14,14,1,1,13,0.389,1
364,348,7,23,13,2,23,348,23,7,14,14,13,14,14,1,1,13,0.389,1
365,349,7,23,13,2,23,349,23,7,14,14,13,14,14,1,1,13,0.389,1
366,350,7,23,14,2,23,350,23,7,14,14,14,14,14,1,1,14,0.389,1
367,351,7,23,14,1,23,351,23,7,14,14,14,13,13,0,0,14,0.389,1
368,352,7,23,14,1,23,352,23,7,14,14,14,13,13,0,0,14,0.389,1
369,353,7,23,14,1,23,353,23,7,14,14,14,13,13,0,0,14,0.389,1
370,354,7,23,14,1,23,354,23,7,14,14,14,13,13,0,0,14,0.389,1
371,355,7,23,14,1,23,355,23,7,14,14,14,13,13,0,0,14,0.389,1
372,356,7,23,14,1,23,356,23,7,14,14,14,13,13,0,0,14,0.389,1
374,357,7,23,14,1,23,357,23,7,15,15,14,13,13,0,0,14,0.441,1
375,358,7,23,14,2,23,358,23,7,15,15,14,14,14,0,0,14,0.441,1
377,359,7,23,13,2,23,359,23,7,14,14,13,14,14,1,1,13,0.389,1
378,360,7,23,13,2,23,360,23,7,14,14,13,14,14,1,1,13,0.389,1
379,361,7,23,14,2,23,361,23,7,15,15,14,14,14,0,0,14,0.441,1
380,362,7,23,14,1,23,362,23,7,15,15,14,13,13,0,0,14,0.441,1
381,363,7,23,14,1,23,363,23,7,15,15,14,13,13,0,0,14,0.441,1
382,364,7,23,14,1,23,364,23,7,15,15,14,13,13,0,0,14,0.441,1
383,365,7,23,14,1,23,365,23,7,15,15,14,13,13,0,0,14,0.441,1
384,366,10,23,15,3,23,366,23,10,15,15,15,15,15,1,1,15,0.441,1
385,367,10,23,15,3,23,367,23,10,15,15,15,15,15,1,1,15,0.441,1
386,368,10,23,15,3,23,368,23,10,15,15,15,15,15,1,1,15,0.441,1
387,369,10,23,15,3,23,369,23,10,15,15,15,15,15,1,1,15,0.441,1
388,370,10,23,15,3,23,370,23,10,15,15,15,15,15,1,1,15,0.441,1
389,371,10,23,15,3,23,371,23,10,15,15,15,15,15,1,1,15,0.441,1
390,372,10,23,15,3,23,372,23,10,15,15,15,15,15,1,1,15,0.441,1
391,373,10,23,15,3,23,373,23,10,15,15,15,15,15,1,1,15,0.441,1
392,374,10,23,15,1,23,374,23,10,15,15,15,15,15,1,1,15,0.441,1
393,375,7,23,14,1,23,375,23,7,15,15,14,15,15,1,1,14,0.441,1
394,376,10,23,15,3,23,376,23,10,15,15,15,15,15,1,1,15,0.441,1
395,377,10,23,15,3,23,377,23,10,15,15,15,15,15,1,1,15,0.441,1
396,378,10,23,15,3,23,378,23,10,15,15,15,15,15,1,1,15,0.441,1
397,379,10,23,15,3,23,379,23,10,15,15,15,15,15,1,1,15,0.441,1
398,380,10,23,15,3,23,380,23,10,15,15,15,15,15,1,1,15,0.441,1
399,381,10,23,15,3,23,381,23,10,15,15,15,15,15,1,1,15,0.441,1
400,382,10,23,15,3,23,382,23,10,15,15,15,15,15,1,1,15,0.441,1
401,383,10,23,15,3,23,383,23,10,15,15,15,15,15,1,1,15,0.441,1
402,384,10,23,15,3,23,384,23,10,15,15,15,15,15,1,1,15,0.441,1
403,385,10,23,15,3,23,385,23,10,15,15,15,15,15,1,1,15,0.441,1
404,386,10,23,15,3,23,386,23,10,15,15,15,15,15,1,1,15,0.441,1
405,387,10,23,15,3,23,387,23,10,15,15,15,15,15,1,1,15,0.441,1
406,388,10,23,15,3,23,388,23,10,15,15,15,15,15,1,1,15,0.441,1
407,389,10,23,15,3,23,389,23,10,15,15,15,15,15,1,1,15,0.441,1
408,390,10,23,15,3,23,390,23,10,15,15,15,15,15,1,1,15,0.441,1
409,391,10,23,15,3,23,391,23,10,15,15,15,15,15,1,1,15,0.441,1
410,392,7,23,14,1,23,392,23,7,15,15,14,15,15,1,1,14,0.441,1
411,393,7,23,14,1,23,393,23,7,15,15,14,13,13,0,0,14,0.441,1
412,394,7,23,14,1,23,394,23,7,15,15,14,13,13,0,0,14,0.441,1
413,395,7,23,13,2,23,395,23,7,14,14,13,15,15,0,0,13,0.389,1
414,396,7,23,15,3,23,396,23,7,14,14,15,15,15,0,0,15,0.389,1
415,397,7,23,15,3,23,397,23,7,15,15,15,15,15,1,1,15,0.441,1
416,398,7,23,15,3,23,398,23,7,15,15,15,15,15,1,1,15,0.441,1
417,399,7,23,15,3,23,399,23,7,14,14,15,14,14,1,1,15,0.389,1
418,400,7,23,15,3,23,400,23,7,14,14,15,14,14,1,1,15,0.389,1
419,401,7,23,15,3,23,401,23,7,14,14,15,14,14,1,1,15,0.389,1
420,402,7,23,15,3,23,402,23,7,14,14,15,14,14,1,1,15,0.389,1
421,403,7,23,13,3,23,403,23,7,14,14,13,14,14,1,1,13,0.389,1
422,404,7,23,13,2,23,404,23,7,14,14,13,14,14,1,1,13,0.389,1
423,405,7,23,13,2,23,405,23,7,14,14,13,14,14,1,1,13,0.389,1
424,406,7,23,13,2,23,406,23,7,14,14,13,14,14,1,1,13,0.389,1
425,407,7,23,13,2,23,407,23,7,14,14,13,14,14,1,1,13,0.389,1
426,408,7,23,14,1,23,408,23,7,15,15,14,13,13,0,0,14,0.441,1
427,409,7,23,14,1,23,409,23,7,13,13,14,13,13,1,1,14,0.485,1
428,410,7,23,14,1,23,410,23,7,13,13,14,13,13,1,1,14,0.485,1
429,411,7,23,13,3,23,411,23,7,14,14,13,14,14,1,1,13,0.389,1
430,412,7,23,15,3,23,412,23,7,14,14,15,14,14,1,1,15,0.389,1
431,413,7,23,15,3,23,413,23,7,14,14,15,14,14,1,1,15,0.389,1
432,414,7,23,15,3,23,414,23,7,14,14,15,14,14,1,1,15,0.389,1
433,415,7,23,15,3,23,415,23,7,14,14,15,14,14,1,1,15,0.389,1
434,416,7,23,15,3,23,416,23,7,14,14,15,14,14,1,1,15,0.389,1
435,417,7,23,15,3,23,417,23,7,14,14,15,14,14,1,1,15,0.389,1
436,418,7,23,15,3,23,418,23,7,14,14,15,14,14,1,1,15,0.389,1
437,419,7,23,15,3,23,419,23,7,14,14,15,14,14,1,1,15,0.389,1
438,420,7,23,15,3,23,420,23,7,14,14,15,14,14,1,1,15,0.389,1
439,421,7,23,15,3,23,421,23,7,14,14,15,14,14,1,1,15,0.389,1
440,422,7,23,15,3,23,422,23,7,14,14,15,14,14,1,1,15,0.389,1
441,423,7,23,15,3,23,423,23,7,14,14,15,14,14,1,1,15,0.389,1
442,424,7,23,15,3,23,424,23,7,14,14,15,14,14,1,1,15,0.389,1
443,425,7,23,15,3,23,425,23,7,14,14,15,14,14,1,1,15,0.389,1
444,426,7,23,15,3,23,426,23,7,14,14,15,14,14,1,1,15,0.389,1
445,427,7,23,15,3,23,427,23,7,14,14,15,14,14,1,1,15,0.389,1
446,428,7,23,15,3,23,428,23,7,14,14,15,14,14,1,1,15,0.389,1
447,429,7,23,15,3,23,429,23,7,14,14,15,14,14,1,1,15,0.389,1
448,430,7,23,13,3,23,430,23,7,14,14,13,14,14,1,1,13,0.389,1
450,431,7,23,15,3,23,431,23,7,14,14,15,14,14,1,1,15,0.389,1
451,432,1,23,7,14,23,432,23,1,8,8,7,8,7,1,0,7,0.811,1
452,433,1,23,7,14,23,433,23,1,8,8,7,8,7,1,0,7,0.811,1
453,434,1,23,7,14,23,434,23,1,8,8,7,8,8,1,1,7,0.811,1
454,435,1,23,7,14,23,435,23,1,8,8,7,8,8,1,1,7,0.811,1
455,436,1,23,7,14,23,436,23,1,8,8,7,8,8,1,1,7,0.811,1
456,437,1,23,7,11,23,437,23,1,8,8,7,8,8,1,1,7,0.811,1
457,438,1,23,7,11,23,438,23,1,8,8,7,8,8,1,1,7,0.811,1
458,439,1,23,7,11,23,439,23,1,3,3,7,3,8,1,0,7,0.281,1
459,440,1,23,7,11,23,440,23,1,8,8,7,8,8,1,1,7,0.811,1
460,441,1,23,7,11,23,441,23,1,8,8,7,8,8,1,1,7,0.811,1
461,442,1,23,7,11,23,442,23,1,8,8,7,8,8,1,1,7,0.811,1
462,443,1,23,7,11,23,443,23,1,8,8,7,8,8,1,1,7,0.811,1
463,444,1,23,7,11,23,444,23,1,8,8,7,8,8,1,1,7,0.811,1
464,445,1,23,7,11,23,445,23,1,8,8,7,8,8,1,1,7,0.811,1
465,446,1,23,7,11,23,446,23,1,8,8,7,8,8,1,1,7,0.811,1
466,447,1,23,7,11,23,447,23,1,8,8,7,8,8,1,1,7,0.811,1
467,448,1,23,7,11,23,448,23,1,8,8,7,8,8,1,1,7,0.811,1
468,449,1,23,7,11,23,449,23,1,8,8,7,8,8,1,1,7,0.811,1
469,450,1,23,7,11,23,450,23,1,8,8,7,8,8,1,1,7,0.811,1
470,451,1,23,7,11,23,451,23,1,8,8,7,8,8,1,1,7,0.811,1
471,452,1,23,7,11,23,452,23,1,8,8,7,8,8,1,1,7,0.811,1
472,453,1,23,7,14,23,453,23,1,8,8,7,8,7,1,0,7,0.811,1
473,454,1,23,7,14,23,454,23,1,8,8,7,8,7,1,0,7,0.811,1
474,455,1,23,7,14,23,455,23,1,8,8,7,8,7,1,0,7,0.811,1
475,456,1,23,7,14,23,456,23,1,8,8,7,8,7,1,0,7,0.811,1
476,457,1,23,7,14,23,457,23,1,8,8,7,8,8,1,1,7,0.811,1
477,458,1,23,7,14,23,458,23,1,8,8,7,8,8,1,1,7,0.811,1
478,459,1,23,7,14,23,459,23,1,8,8,7,8,8,1,1,7,0.811,1
479,460,1,23,7,14,23,460,23,1,8,8,7,8,8,1,1,7,0.811,1
480,461,1,23,7,14,23,461,23,1,8,8,7,8,8,1,1,7,0.811,1
481,462,1,23,7,11,23,462,23,1,8,8,7,8,8,1,1,7,0.811,1
482,463,1,23,7,11,23,463,23,1,8,8,7,8,8,1,1,7,0.811,1
483,464,1,23,7,11,23,464,23,1,8,8,7,8,8,1,1,7,0.811,1
484,465,1,23,7,11,23,465,23,1,8,8,7,8,8,1,1,7,0.811,1
485,466,1,23,7,11,23,466,23,1,8,8,7,8,8,1,1,7,0.811,1
486,467,1,23,7,11,23,467,23,1,8,8,7,8,8,1,1,7,0.811,1
487,468,1,23,7,11,23,468,23,1,8,8,7,8,8,1,1,7,0.811,1
488,469,1,23,7,11,23,469,23,1,8,8,7,8,8,1,1,7,0.811,1
489,470,1,23,7,11,23,470,23,1,8,8,7,8,8,1,1,7,0.811,1
490,471,1,23,7,11,23,471,23,1,8,8,7,8,8,1,1,7,0.811,1
491,472,1,23,2,14,23,472,23,1,2,2,2,2,2,1,1,2,0.323,1
492,473,1,23,2,14,23,473,23,1,2,2,2,2,2,1,1,2,0.323,1
493,474,1,23,2,14,23,474,23,1,2,2,2,2,2,1,1,2,0.323,1
494,475,1,23,2,14,23,475,23,1,2,2,2,2,7,1,0,2,0.323,1
495,476,1,23,2,14,23,476,23,1,2,2,2,2,7,1,0,2,0.323,1
496,477,1,23,2,14,23,477,23,1,2,2,2,2,7,1,0,2,0.323,1
497,478,1,23,2,14,23,478,23,1,7,7,2,8,7,0,1,2,0.789,1
498,479,1,23,2,14,23,479,23,1,7,7,2,8,7,0,1,2,0.789,1
499,480,1,23,2,14,23,480,23,1,2,2,2,8,7,0,0,2,0.323,1
500,481,1,23,2,12,23,481,23,1,2,2,2,2,2,1,1,2,0.323,1
501,482,1,23,2,12,23,482,23,1,2,2,2,2,2,1,1,2,0.323,1
502,483,1,23,2,14,23,483,23,1,2,2,2,2,2,1,1,2,0.323,1
503,484,1,23,2,14,23,484,23,1,2,2,2,2,2,1,1,2,0.323,1
504,485,1,23,2,12,23,485,23,1,2,2,2,2,2,1,1,2,0.323,1
505,486,1,23,2,12,23,486,23,1,2,2,2,2,2,1,1,2,0.323,1
506,487,1,23,2,12,23,487,23,1,2,2,2,2,2,1,1,2,0.323,1
507,488,1,23,2,12,23,488,23,1,2,2,2,2,2,1,1,2,0.323,1
508,489,1,23,2,12,23,489,23,1,2,2,2,2,2,1,1,2,0.323,1
509,490,1,23,2,12,23,490,23,1,2,2,2,2,2,1,1,2,0.323,1
510,491,1,23,2,14,23,491,23,1,7,7,2,8,7,0,1,2,0.789,1
511,492,1,23,2,12,23,492,23,1,2,2,2,2,2,1,1,2,0.323,1
512,493,1,23,2,12,23,493,23,1,2,2,2,2,2,1,1,2,0.323,1
513,494,1,23,2,12,23,494,23,1,2,2,2,2,2,1,1,2,0.323,1
514,495,1,23,2,12,23,495,23,1,2,2,2,2,2,1,1,2,0.323,1
515,496,1,23,2,12,23,496,23,1,2,2,2,2,2,1,1,2,0.323,1
516,497,1,23,2,12,23,497,23,1,2,2,2,2,2,1,1,2,0.323,1
517,498,1,23,2,12,23,498,23,1,2,2,2,2,2,1,1,2,0.323,1
518,499,1,23,2,15,23,499,23,1,2,2,2,2,2,1,1,2,0.323,1
519,500,1,23,2,12,23,500,23,1,2,2,2,2,2,1,1,2,0.323,1
520,501,1,23,2,12,23,501,23,1,2,2,2,2,3,1,0,2,0.323,1
521,502,1,23,2,12,23,502,23,1,3,3,2,3,3,1,1,2,0.281,1
522,503,1,23,2,12,23,503,23,1,3,3,2,3,3,1,1,2,0.281,1
523,504,1,23,2,12,23,504,23,1,3,3,2,3,3,1,1,2,0.281,1
524,505,1,23,2,12,23,505,23,1,3,3,2,3,3,1,1,2,0.281,1
525,506,1,23,2,12,23,506,23,1,3,3,2,3,3,1,1,2,0.281,1
526,507,1,23,2,14,23,507,23,1,3,3,2,3,3,1,1,2,0.281,1
527,508,1,23,2,14,23,508,23,1,3,3,2,3,8,1,0,2,0.281,1
528,509,1,23,2,14,23,509,23,1,3,3,2,3,8,1,0,2,0.281,1
529,510,1,23,2,14,23,510,23,1,3,3,2,3,8,1,0,2,0.281,1
530,511,1,23,2,14,23,511,23,1,3,3,2,3,3,1,1,2,0.281,1
531,512,1,23,2,12,23,512,23,1,3,3,2,3,3,1,1,2,0.281,1
532,513,1,23,2,12,23,513,23,1,3,3,2,3,3,1,1,2,0.281,1
533,514,1,23,2,12,23,514,23,1,3,3,2,3,3,1,1,2,0.281,1
534,515,1,23,2,12,23,515,23,1,3,3,2,3,3,1,1,2,0.281,1
535,516,1,23,2,12,23,516,23,1,3,3,2,3,3,1,1,2,0.281,1
536,517,1,23,2,12,23,517,23,1,3,3,2,3,3,1,1,2,0.281,1
537,518,1,23,2,12,23,518,23,1,4,4,2,4,3,1,0,2,0.733,1
538,519,1,23,2,12,23,519,23,1,4,4,2,4,4,1,1,2,0.733,1
539,520,1,23,2,12,23,520,23,1,4,4,2,4,4,1,1,2,0.733,1
540,521,1,23,5,12,23,521,23,1,4,4,5,4,4,1,1,5,0.733,1
541,522,1,23,5,12,23,522,23,1,4,4,5,4,4,1,1,5,0.733,1
542,523,1,23,5,12,23,523,23,1,4,4,5,4,3,1,0,5,0.733,1
543,524,1,23,2,12,23,524,23,1,3,3,2,3,3,1,1,2,0.281,1
544,525,1,23,2,12,23,525,23,1,3,3,2,3,3,1,1,2,0.281,1
545,526,1,23,2,12,23,526,23,1,3,3,2,3,3,1,1,2,0.281,1
546,527,1,23,2,12,23,527,23,1,3,3,2,3,3,1,1,2,0.281,1
547,528,1,23,2,12,23,528,23,1,3,3,2,3,3,1,1,2,0.281,1
548,529,1,23,2,11,23,529,23,1,3,3,2,3,3,1,1,2,0.281,1
549,530,1,23,2,12,23,530,23,1,3,3,2,3,3,1,1,2,0.281,1
550,531,1,23,2,12,23,531,23,1,3,3,2,3,3,1,1,2,0.281,1
551,532,1,23,2,12,23,532,23,1,3,3,2,3,3,1,1,2,0.281,1
552,533,1,23,2,12,23,533,23,1,3,3,2,3,3,1,1,2,0.281,1
553,534,1,23,2,12,23,534,23,1,3,3,2,3,3,1,1,2,0.281,1
554,535,1,23,5,12,23,535,23,1,4,4,5,4,3,1,0,5,0.733,1
555,536,1,23,5,12,23,536,23,1,4,4,5,4,4,1,1,5,0.733,1
556,537,1,23,5,12,23,537,23,1,4,4,5,4,4,1,1,5,0.733,1
557,538,1,23,5,12,23,538,23,1,3,3,5,3,3,1,1,5,0.281,1
558,539,1,23,5,12,23,539,23,1,3,3,5,3,3,1,1,5,0.281,1
559,540,1,23,4,12,23,540,23,1,3,3,4,3,3,1,1,4,0.281,1
560,541,1,23,4,12,23,541,23,1,3,3,4,3,3,1,1,4,0.281,1
561,542,1,23,4,12,23,542,23,1,3,3,4,3,3,1,1,4,0.281,1
562,543,1,23,4,12,23,543,23,1,3,3,4,3,3,1,1,4,0.281,1
563,544,1,23,4,12,23,544,23,1,3,3,4,3,3,1,1,4,0.281,1
564,545,1,23,4,11,23,545,23,1,3,3,4,3,3,1,1,4,0.281,1
565,546,1,23,4,11,23,546,23,1,3,3,4,3,3,1,1,4,0.281,1
566,547,1,23,4,11,23,547,23,1,3,3,4,3,3,1,1,4,0.281,1
567,548,1,23,4,12,23,548,23,1,3,3,4,3,3,1,1,4,0.281,1
568,549,1,23,4,12,23,549,23,1,3,3,4,3,3,1,1,4,0.281,1
569,550,1,23,4,12,23,550,23,1,3,3,4,3,3,1,1,4,0.281,1
570,551,1,23,4,12,23,551,23,1,3,3,4,3,3,1,1,4,0.281,1
571,552,1,23,4,12,23,552,23,1,3,3,4,3,3,1,1,4,0.281,1
572,553,1,23,5,12,23,553,23,1,3,3,5,3,3,1,1,5,0.281,1
573,554,1,23,5,12,23,554,23,1,3,3,5,3,3,1,1,5,0.281,1
574,555,1,23,5,12,23,555,23,1,4,4,5,4,4,1,1,5,0.733,1
575,556,1,23,5,12,23,556,23,1,4,4,5,4,4,1,1,5,0.733,1
576,557,1,23,5,9,23,557,23,1,4,4,5,4,4,1,1,5,0.733,1
577,558,1,23,5,9,23,558,23,1,4,4,5,4,4,1,1,5,0.733,1
578,559,1,23,3,15,23,559,23,1,2,2,3,2,2,1,1,3,0.323,1
579,560,1,23,3,13,23,560,23,1,1,1,3,1,1,1,1,3,0.477,1
580,561,1,23,3,13,23,561,23,1,1,1,3,1,1,1,1,3,0.477,1
581,562,1,23,3,13,23,562,23,1,1,1,3,1,1,1,1,3,0.477,1
582,563,1,23,3,13,23,563,23,1,1,1,3,1,1,1,1,3,0.477,1
583,564,1,23,3,13,23,564,23,1,1,1,3,1,1,1,1,3,0.477,1
584,565,1,23,3,13,23,565,23,1,1,1,3,1,1,1,1,3,0.477,1
585,566,1,23,1,15,23,566,23,1,1,1,1,1,1,1,1,1,0.477,1
586,567,1,23,1,15,23,567,23,1,1,1,1,1,1,1,1,1,0.477,1
587,568,1,23,1,15,23,568,23,1,1,1,1,1,1,1,1,1,0.477,1
588,569,1,23,1,15,23,569,23,1,1,1,1,1,1,1,1,1,0.477,1
589,570,1,23,1,15,23,570,23,1,1,1,1,1,1,1,1,1,0.477,1
590,571,1,23,1,15,23,571,23,1,1,1,1,1,1,1,1,1,0.477,1
591,572,1,23,1,8,23,572,23,1,1,1,1,1,1,1,1,1,0.477,1
592,573,1,23,1,8,23,573,23,1,1,1,1,1,1,1,1,1,0.477,1
593,574,1,23,1,8,23,574,23,1,1,1,1,1,1,1,1,1,0.477,1
594,575,1,23,1,8,23,575,23,1,1,1,1,1,1,1,1,1,0.477,1
595,576,1,23,3,13,23,576,23,1,1,1,3,1,1,1,1,3,0.477,1
596,577,1,23,3,13,23,577,23,1,1,1,3,1,1,1,1,3,0.477,1
597,578,1,23,1,10,23,578,23,1,1,1,1,1,1,1,1,1,0.477,1
598,579,1,23,1,10,23,579,23,1,1,1,1,1,1,1,1,1,0.477,1
599,580,1,23,3,10,23,580,23,1,1,1,3,1,1,1,1,3,0.477,1
600,581,1,23,1,10,23,581,23,1,1,1,1,1,1,1,1,1,0.477,1
601,582,1,23,3,10,23,582,23,1,1,1,3,1,1,1,1,3,0.477,1
602,583,1,23,3,10,23,583,23,1,1,1,3,1,1,1,1,3,0.477,1
603,584,1,23,1,10,23,584,23,1,1,1,1,1,1,1,1,1,0.477,1
604,585,1,23,1,10,23,585,23,1,6,6,1,6,6,1,1,1,0.281,1
605,586,1,23,1,10,23,586,23,1,6,6,1,6,6,1,1,1,0.281,1
606,587,1,23,1,10,23,587,23,1,6,6,1,6,6,1,1,1,0.281,1
607,588,1,23,1,10,23,588,23,1,1,1,1,1,6,1,0,1,0.477,1
608,589,1,23,1,10,23,589,23,1,6,6,1,6,6,1,1,1,0.281,1
609,590,1,23,1,10,23,590,23,1,1,1,1,1,1,1,1,1,0.477,1
610,591,1,23,1,10,23,591,23,1,1,1,1,1,1,1,1,1,0.477,1
611,592,1,23,1,10,23,592,23,1,1,1,1,1,1,1,1,1,0.477,1
612,593,1,23,1,10,23,593,23,1,1,1,1,1,1,1,1,1,0.477,1
613,594,1,23,1,10,23,594,23,1,1,1,1,1,1,1,1,1,0.477,1
614,595,1,23,1,10,23,595,23,1,1,1,1,1,1,1,1,1,0.477,1
615,596,1,23,1,10,23,596,23,1,1,1,1,1,1,1,1,1,0.477,1
616,597,1,23,1,10,23,597,23,1,1,1,1,1,1,1,1,1,0.477,1
617,598,1,23,1,10,23,598,23,1,1,1,1,1,1,1,1,1,0.477,1
618,599,1,23,1,10,23,599,23,1,1,1,1,1,1,1,1,1,0.477,1
619,600,1,23,1,10,23,600,23,1,1,1,1,1,1,1,1,1,0.477,1
620,601,1,23,1,8,23,601,23,1,1,1,1,1,1,1,1,1,0.477,1
621,602,1,23,1,10,23,602,23,1,1,1,1,1,1,1,1,1,0.477,1
622,603,1,23,1,10,23,603,23,1,1,1,1,1,1,1,1,1,0.477,1
623,604,1,23,1,10,23,604,23,1,1,1,1,1,1,1,1,1,0.477,1
624,605,1,23,1,10,23,605,23,1,1,1,1,1,1,1,1,1,0.477,1
625,606,1,23,1,10,23,606,23,1,1,1,1,1,1,1,1,1,0.477,1
626,607,1,23,1,10,23,607,23,1,1,1,1,1,1,1,1,1,0.477,1
627,608,1,23,1,10,23,608,23,1,1,1,1,1,1,1,1,1,0.477,1
628,609,1,23,1,10,23,609,23,1,1,1,1,1,1,1,1,1,0.477,1
629,610,1,23,1,10,23,610,23,1,1,1,1,1,1,1,1,1,0.477,1
630,611,1,23,1,10,23,611,23,1,1,1,1,1,1,1,1,1,0.477,1
631,612,1,23,1,8,23,612,23,1,1,1,1,1,1,1,1,1,0.477,1
632,613,1,23,1,8,23,613,23,1,1,1,1,1,1,1,1,1,0.477,1
633,614,1,23,1,8,23,614,23,1,1,1,1,1,1,1,1,1,0.477,1
634,615,1,23,6,8,23,615,23,1,1,1,6,1,1,1,1,6,0.477,1
635,616,1,23,6,8,23,616,23,1,7,7,6,7,1,1,0,6,0.789,1
636,617,1,23,6,8,23,617,23,1,7,7,6,7,1,1,0,6,0.789,1
637,618,1,23,6,8,23,618,23,1,7,7,6,7,1,1,0,6,0.789,1
638,619,1,23,8,8,23,619,23,1,6,6,8,7,1,0,0,8,0.281,1
639,620,1,23,8,8,23,620,23,1,6,6,8,7,1,0,0,8,0.281,1
640,621,1,23,8,8,23,621,23,1,6,6,8,7,1,0,0,8,0.281,1
641,622,1,23,1,8,23,622,23,1,1,1,1,1,1,1,1,1,0.477,1
642,623,1,23,8,9,23,623,23,1,5,5,8,5,5,1,1,8,0.375,1
643,624,1,23,8,9,23,624,23,1,5,5,8,5,5,1,1,8,0.375,1
644,625,1,23,8,9,23,625,23,1,5,5,8,5,5,1,1,8,0.375,1
645,626,1,23,8,9,23,626,23,1,5,5,8,5,5,1,1,8,0.375,1
646,627,1,23,8,9,23,627,23,1,5,5,8,5,5,1,1,8,0.375,1
647,628,1,23,8,9,23,628,23,1,5,5,8,5,5,1,1,8,0.375,1
648,629,1,23,8,9,23,629,23,1,5,5,8,5,5,1,1,8,0.375,1
649,630,1,23,8,9,23,630,23,1,5,5,8,5,5,1,1,8,0.375,1
650,631,1,23,8,9,23,631,23,1,5,5,8,5,5,1,1,8,0.375,1
651,632,1,23,8,9,23,632,23,1,5,5,8,5,5,1,1,8,0.375,1
652,633,1,23,8,8,23,633,23,1,5,5,8,6,5,0,1,8,0.375,1
653,634,1,23,8,9,23,634,23,1,5,5,8,6,5,0,1,8,0.375,1
654,635,1,23,8,10,23,635,23,1,5,5,8,6,5,0,1,8,0.375,1
655,636,1,23,8,8,23,636,23,1,5,5,8,6,5,0,1,8,0.375,1
656,637,1,23,8,9,23,637,23,1,5,5,8,5,5,1,1,8,0.375,1
657,638,1,23,8,9,23,638,23,1,5,5,8,5,5,1,1,8,0.375,1
658,639,1,23,8,9,23,639,23,1,5,5,8,5,5,1,1,8,0.375,1
659,640,1,23,8,9,23,640,23,1,5,5,8,5,5,1,1,8,0.375,1
660,641,1,23,8,9,23,641,23,1,5,5,8,5,5,1,1,8,0.375,1
661,642,1,23,8,9,23,642,23,1,5,5,8,5,5,1,1,8,0.375,1
662,643,1,23,8,9,23,643,23,1,5,5,8,5,5,1,1,8,0.375,1
663,644,1,23,8,9,23,644,23,1,5,5,8,6,5,0,1,8,0.375,1
664,645,1,23,8,8,23,645,23,1,6,6,8,6,5,1,0,8,0.281,1
665,646,1,23,8,9,23,646,23,1,5,5,8,5,5,1,1,8,0.375,1
666,647,1,23,8,9,23,647,23,1,5,5,8,5,5,1,1,8,0.375,1
667,648,1,23,8,8,23,648,23,1,6,6,8,5,5,0,0,8,0.281,1
668,649,8,23,10,5,23,649,23,8,11,11,10,11,11,1,1,10,0.873,1
669,650,8,23,10,7,23,650,23,8,11,11,10,11,11,1,1,10,0.873,1
670,651,8,23,10,7,23,651,23,8,11,11,10,11,11,1,1,10,0.873,1
671,652,8,23,10,7,23,652,23,8,11,11,10,11,11,1,1,10,0.873,1
672,653,8,23,10,7,23,653,23,8,11,11,10,11,11,1,1,10,0.873,1
673,654,8,23,10,7,23,654,23,8,11,11,10,11,11,1,1,10,0.873,1
674,655,8,23,10,7,23,655,23,8,11,11,10,11,11,1,1,10,0.873,1
675,656,8,23,10,7,23,656,23,8,11,11,10,11,11,1,1,10,0.873,1
676,657,8,23,10,7,23,657,23,8,11,11,10,11,11,1,1,10,0.873,1
677,658,8,23,10,7,23,658,23,8,11,11,10,11,11,1,1,10,0.873,1
