"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","mun","disloc2005","disloc2011","disloc2017","lisnom08","X","edon.y","munn.y","escenario1","escenario2","escenario3","criterio8","cab","morena_clv1","panal_clv1","pan_clv1","prd_clv1","pri_iee1","pvem_clv1","iee2","mc_clv2","morena_clv2","morena_iee2","panal_clv2","panal_iee2","pan_clv2","pan_iee2","pes_clv2","pes_iee2","ph_clv2","ph_iee2","prd_clv2","pri_clv2","pri_iee2","pt_clv2","pt_iee2","pvem_clv2","pvem_iee2","prd_iee2","esc1_morCLV1","esc1_panalCLV1","esc1_panCLV1","esc1_prdCLV1","esc1_priIEE1","esc1_pvemCLV1","esc2_IEE2","esc2_mcCLV2","esc2_morCLV2","esc2_morIEE2","esc2_panalCLV2","esc2_panalIEE2","esc2_panCLV2","esc2_panIEE2","esc2_pesCLV2","esc2_pesIEE2","esc2_phCLV2","esc2_phIEE2","esc2_prdCLV2","esc2_priIEE2","esc2_ptCLV2","esc2_ptIEE2","esc2_pvemCLV2","esc2_pvemIEE2","esc2_prdIEE2","SQ","dsiSQ_E1"
820,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,584,1237,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
821,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,488,1238,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
822,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,495,1239,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
823,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,458,1240,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
824,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,406,1241,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
825,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,431,1242,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
826,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,379,1243,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
827,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,424,1244,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
828,30,5,"coa",1,4,7,4,"Saltillo",3,4,15,569,1377,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
829,30,5,"coa",1,4,7,4,"Saltillo",4,1,14,602,1331,5,30,14,14,13,14,"saltillo",15,15,14,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.702
831,30,5,"coa",1,4,4,4,"Saltillo",5,1,14,550,1332,5,30,14,14,13,14,"saltillo",15,15,14,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.702
832,30,5,"coa",1,4,4,4,"Saltillo",5,1,15,749,1378,5,30,14,14,14,15,"saltillo",15,15,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.702
833,30,5,"coa",1,4,4,4,"Saltillo",5,1,15,716,1379,5,30,14,14,14,15,"saltillo",15,15,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.702
834,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,566,1380,5,30,14,14,14,15,"saltillo",13,13,14,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.702
835,30,5,"coa",1,4,4,4,"Saltillo",3,2,15,595,1381,5,30,13,13,14,15,"saltillo",13,13,14,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
836,30,5,"coa",1,4,4,4,"Saltillo",3,2,15,581,1382,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
837,30,5,"coa",1,4,4,4,"Saltillo",3,2,15,496,1383,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
838,30,5,"coa",1,4,4,4,"Saltillo",3,2,15,536,1384,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
839,30,5,"coa",1,4,7,4,"Saltillo",3,3,15,436,1385,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
840,30,5,"coa",1,4,4,4,"Saltillo",3,3,15,414,1386,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
841,30,5,"coa",1,7,7,7,"Saltillo",3,4,15,732,1387,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
842,30,5,"coa",1,7,7,7,"Saltillo",3,4,15,674,1388,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
843,30,5,"coa",1,7,7,7,"Saltillo",3,4,15,738,1389,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
844,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,633,1245,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
845,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,686,1246,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
846,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,742,1247,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
847,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,621,1248,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
848,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,423,1249,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
849,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,625,1250,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
850,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,679,1251,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
851,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,604,1252,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
852,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,661,1253,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
853,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,578,1254,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
854,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,663,1255,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
855,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,553,1256,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
856,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,662,1257,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
857,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,470,1258,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
858,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,401,1259,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
859,30,5,"coa",1,7,7,7,"Saltillo",3,4,13,440,1260,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
860,30,5,"coa",1,7,7,7,"Saltillo",3,4,15,451,1390,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
861,30,5,"coa",1,7,7,7,"Saltillo",3,4,15,382,1391,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
862,30,5,"coa",1,4,4,4,"Saltillo",3,3,15,507,1392,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
863,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,667,1393,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
864,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,620,1394,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
865,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,632,1395,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
866,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,621,1396,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
867,30,5,"coa",1,4,4,4,"Saltillo",5,1,15,517,1397,5,30,14,14,14,15,"saltillo",15,15,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.702
868,30,5,"coa",1,4,4,4,"Saltillo",5,1,14,733,1333,5,30,14,14,13,14,"saltillo",15,15,14,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.702
869,30,5,"coa",1,4,4,4,"Saltillo",5,1,14,722,1334,5,30,14,14,13,14,"saltillo",15,15,14,15,15,15,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.702
870,30,5,"coa",1,4,4,4,"Saltillo",5,1,15,450,1398,5,30,14,14,14,15,"saltillo",15,15,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.702
871,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,543,1399,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
872,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,723,1400,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
873,30,5,"coa",1,4,4,4,"Saltillo",2,3,15,547,1401,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
874,30,5,"coa",1,4,4,4,"Saltillo",2,3,15,641,1402,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
875,30,5,"coa",1,7,7,7,"Saltillo",2,3,15,447,1403,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
876,30,5,"coa",1,7,4,7,"Saltillo",2,3,15,549,1404,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
877,30,5,"coa",1,7,4,7,"Saltillo",2,3,13,467,1261,5,30,13,13,12,13,"saltillo",13,13,15,13,13,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
878,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,604,1262,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
879,30,5,"coa",1,7,4,7,"Saltillo",2,3,13,395,1263,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
880,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,548,1264,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
881,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,704,1265,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
882,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,452,1266,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
883,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,525,1267,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
884,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,551,1268,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
885,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,585,1269,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
886,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,704,1270,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
887,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,642,1271,5,30,13,13,12,13,"saltillo",16,16,15,16,16,16,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
888,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,504,1272,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
889,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,585,1273,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
890,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,562,1274,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
891,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,443,1275,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
892,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,382,1276,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
893,30,5,"coa",1,7,7,7,"Saltillo",2,3,13,521,1277,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
894,30,5,"coa",1,7,4,7,"Saltillo",2,3,13,734,1278,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
895,30,5,"coa",1,7,4,7,"Saltillo",2,3,13,596,1279,5,30,13,13,12,13,"saltillo",14,14,15,14,14,14,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
896,30,5,"coa",1,7,4,7,"Saltillo",2,3,15,514,1405,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
897,30,5,"coa",1,7,4,7,"Saltillo",2,3,15,678,1406,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
898,30,5,"coa",1,4,4,4,"Saltillo",2,3,15,527,1407,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
899,30,5,"coa",1,4,4,4,"Saltillo",2,3,15,477,1408,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
900,30,5,"coa",1,4,4,4,"Saltillo",2,3,15,515,1409,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
901,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,546,1410,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
902,30,5,"coa",1,4,4,4,"Saltillo",5,2,15,670,1411,5,30,13,13,14,15,"saltillo",13,13,15,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.386
