"seccion","munn.x","edon.x","edo","disfed1979","disfed1997","disfed2006","disfed2018","disloc2018","disloc2012","cab","X","edon.y","munn.y","escenario1","escenario2","escenario3_jge","escenario3","mc_clv1","pan_iee1","pri_clv1","pan_clv2","prd_clv2","prd_cnv2","esc1_priCLV1","esc1_panIEE1","esc1_mcCLV1","esc2_panCLV2","esc2_prdCLV2","esc2_prdCNV2","SQ","dsiSQ_E1","dsiSQ_E3"
890,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",890,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
891,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",891,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
892,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",892,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
893,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",893,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
894,31,17,"mor",4,4,4,4,9,10,"puente de ixtla",894,17,31,2,2,1,1,8,10,12,2,1,1,0,0,0,1,0,0,9,0.487,0.462
895,32,17,"mor",2,3,5,5,4,17,"yecapixtla",895,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
896,32,17,"mor",2,3,5,5,4,17,"yecapixtla",896,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
897,32,17,"mor",2,3,5,5,4,17,"yecapixtla",897,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
898,32,17,"mor",2,3,5,5,4,17,"yecapixtla",898,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
899,32,17,"mor",2,3,5,5,4,17,"yecapixtla",899,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
900,32,17,"mor",2,3,5,5,4,17,"yecapixtla",900,17,32,11,11,11,11,12,11,5,5,11,11,0,1,0,0,1,1,17,0.589,0.642
901,33,17,"mor",2,3,5,5,4,18,"yecapixtla",901,17,33,4,4,5,5,4,5,7,4,5,5,0,0,1,1,0,0,5,0.472,0.538
902,33,17,"mor",2,3,5,5,4,18,"yecapixtla",902,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,17,0.568,0.642
903,33,17,"mor",2,3,5,5,4,18,"yecapixtla",903,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,17,0.568,0.642
904,33,17,"mor",2,3,5,5,4,18,"yecapixtla",904,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,17,0.568,0.642
905,33,17,"mor",2,3,5,5,4,18,"yecapixtla",905,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,17,0.568,0.642
906,33,17,"mor",2,3,5,5,4,18,"yecapixtla",906,17,33,3,3,11,11,11,9,5,5,11,11,0,0,0,0,0,0,17,0.568,0.642
907,7,17,"mor",0,2,1,1,2,4,"cuernavaca",907,17,7,10,10,9,9,4,3,7,10,9,9,0,0,0,1,0,0,4,0.342,0.409
